Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is a primary responsibility of the Operating System concerning hardware like HDDs?,To physically connect hardware components.,To optimize application specific settings.,To use hardware efficiently.,To exclusively manage user access permissions.,To develop new hardware drivers.,C,The text states that 'OS responsibility: use hardware efficiently.'
What are the two primary goals for the OS when managing Hard Disk Drives (HDDs)?,Maximize rotational latency and minimize seek time.,Minimize access time and maximize data transfer bandwidth.,Maximize disk space utilization and minimize power consumption.,Minimize read errors and maximize write speeds.,Maximize drive longevity and minimize noise levels.,B,"For HDDs, the OS aims to 'minimize access time, maximize data transfer bandwidth.'"
Which two components contribute to the access time for Hard Disk Drives (HDDs) or mechanical storage?,Throughput and latency.,Seek time and rotational latency.,Bandwidth and transfer rate.,Read time and write time.,Cache hit time and cache miss time.,B,Access time for HDDs is composed of 'seek time' and 'rotational latency.'
"In HDD access time, what does ""seek time"" refer to?",The time for the platter to rotate the desired sector to the head.,The time for data to be transferred from the disk to memory.,The time for the device arm to move heads to the desired cylinder.,The time taken for the read/write head to settle on a track.,The total time from request issuance to completion.,C,Seek time is defined as 'time for device arm to move heads to desired cylinder.'
"What is ""rotational latency"" in the context of HDD access time?",The time it takes for the disk controller to process a request.,The time for the device arm to move heads to the desired cylinder.,The additional time for the platter to rotate the desired sector to the head.,The time required to read a block of data after the head is positioned.,The delay caused by network congestion during data transfer.,C,Rotational latency is defined as 'additional time for platter to rotate desired sector to head.'
"How is ""device bandwidth"" defined for storage devices?",The maximum speed at which data can be transferred to/from the device.,The total bytes transferred divided by the total time from the first request to the last transfer completion.,The number of I/O operations per second (IOPS).,The amount of data that can be stored on the device.,The time delay between data requests.,B,Device bandwidth is defined as 'total bytes transferred / total time (first request to last transfer completion).'
How can access time and bandwidth for HDDs be improved according to the text?,By increasing the rotational speed of the platters.,By reducing the physical size of the disk.,By managing the order of storage I/O requests.,By upgrading the memory modules connected to the disk.,By using a higher capacity power supply.,C,"The text states, 'Improve access time and bandwidth: manage order of storage I/O requests.'"
What happens to new I/O requests if the drive/controller is busy?,They are immediately rejected.,They are placed in a queue.,They are redirected to another drive.,They cause a system halt.,They are buffered in CPU registers.,B,The text states: 'Drive/controller busy: new requests placed in queue.'
What is a key benefit of having a queue of pending I/O requests for a device driver?,It simplifies hardware diagnostics.,It allows device drivers to improve performance by ordering requests.,It reduces the need for system calls.,It guarantees immediate service for all requests.,It ensures data integrity through checksums.,B,A 'Queue of requests: allows device drivers to improve performance via ordering (avoiding head seeks).'
How do modern drives typically handle Logical Block Addresses (LBAs) compared to past HDD interfaces?,"Modern drives expose track/head controls to the host, while past interfaces mapped LBAs.","Modern drives perform disk scheduling externally, while past interfaces did it internally.","Modern drives do not expose physical controls, mapping LBAs to physical addresses internally.",Modern drives require manual LBA to physical address mapping by the OS.,"Modern drives rely solely on FCFS scheduling, unlike past interfaces.",C,"The text explains: 'Modern drives: do not expose these controls, map LBA to physical addresses internally.'"
