Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What does the acronym RAID primarily stand for in its current usage?,Rapid Arrays of Inexpensive Disks,Redundant Arrays of Independent Disks,Reliable Access to Integrated Data,Replicated Archives for Integrated Devices,Restored Algorithms for Indexed Data,B,The text states that 'I' in RAID now stands for 'independent' and the full term is 'Redundant arrays of independent disks'.
Which of the following best describes the modern purpose of Redundant Arrays of Independent Disks (RAIDs)?,"To provide a cost-effective alternative to large, expensive single disks.",To decrease the overall data storage capacity of a system.,To achieve higher reliability and improved data-transfer rates.,To simplify disk management by reducing the number of drives.,To eliminate the need for data backups entirely.,C,"The text states, 'Today: RAIDs used for higher reliability and data-transfer rate.' While they were a cost-effective alternative in the past, their primary modern purpose is higher reliability and data-transfer rate."
What is the statistical mean time a device is expected to work correctly before failing?,Mean time to repair (MTTR),Mean time to data loss (MTTDL),Mean time between failures (MTBF),Mean operating time (MOT),Estimated lifespan (ELS),C,The definition provided is 'mean time between failures (MTBF) Statistical mean time a device is expected to work correctly before failing.'
"According to the text, how does the chance of some disk failing in an N-disk array compare to the chance of a single disk failing?",It is exactly the same.,It is always lower.,It is always higher.,"It depends on the type of disk, but generally lower.","It depends on the RAID level, but generally higher.",C,The text explicitly states: 'Chance of some disk failing in N disks > chance of single disk failing.'
What is the primary function of 'redundancy' in a storage system?,To increase the overall speed of data access.,To reduce the physical space required for data storage.,"To store extra information not normally needed, used to rebuild lost information.",To encrypt data for enhanced security.,To consolidate multiple smaller files into larger blocks.,C,"The text defines redundancy as 'store extra info not normally needed, used to rebuild lost info.'"
"Which RAID technique involves duplicating every drive, so a logical disk consists of two physical drives with every write operation performed on both?",Data striping,Bit-level striping,Block-level striping,Mirroring,Parity checking,D,The text describes mirroring as 'Simplest (most expensive) redundancy: duplicate every drive (mirroring). Mirroring: logical disk = two physical drives; every write on both drives.'
A 'mirrored volume' loses data only if which of the following conditions is met?,The primary drive fails during a read operation.,The second drive fails before the first is replaced after its failure.,Both drives experience a power failure simultaneously.,A software bug corrupts the file system on both drives.,A single drive fails and is not replaced within 24 hours.,B,The text states for mirroring: 'One drive fails: data read from other. Data lost only if second drive fails before first replaced.'
What two factors determine the Mean Time to Data Loss (MTTDL) of a mirrored volume?,The total storage capacity and the number of logical drives.,The individual drive's RPM and the transfer rate.,The Mean Time Between Failures (MTBF) of individual drives and the Mean Time To Repair (MTTR).,The power supply's reliability and the network latency.,The cost of the drives and the age of the system.,C,The text states: 'MTBF of mirrored volume (failure = data loss) depends on: MTBF of individual drives. mean time to repair: average time to replace failed drive and restore data.'
Which term describes the average time to replace a failed drive and restore its data?,Mean time between failures (MTBF),Mean time to data loss (MTTDL),Mean time to repair (MTTR),Recovery point objective (RPO),Recovery time objective (RTO),C,The definition provided is 'mean time to repair: average time to replace failed drive and restore data.'
"Which of the following is NOT a type of correlated failure that can affect mirrored-drive systems, as mentioned in the text?",Power failures,Natural disasters,Manufacturing defects,Simultaneous independent errors,Drive aging affecting failure probability,D,"The text lists 'power failures, natural disasters, manufacturing defects' and 'drives age' as causes for correlated failures, implying they are not independent. Simultaneous independent errors are not a cause of *correlated* failure."
What is a common solution to protect against inconsistent states during write operations in mirrored systems caused by power failures?,Using only solid-state drives (SSDs).,Implementing a write-back cache protected by ECC or mirroring.,Performing all writes synchronously to the network.,Ensuring all drives are from different manufacturers.,Disabling the write cache on all drives.,B,"The text suggests solutions for power failures during writes: 'write one copy first, then next; or add solid-state nonvolatile cache to RAID array. Write-back cache: protected from data loss during power failures (write considered complete). Assumes cache has error protection/correction (ECC, mirroring).'"
How does mirroring affect the read performance of a RAID system?,It doubles the transfer rate per read for individual requests.,It halves the overall read request rate.,It doubles the read request rate by sending reads to either drive.,It significantly increases latency for all read operations.,It has no impact on read performance.,C,The text states: 'Mirroring: read request rate doubled (reads sent to either drive). Transfer rate per read: same as single drive; but reads per unit time doubled.'
What technique involves splitting data across multiple drives to improve transfer rates?,Data mirroring,Parity generation,Data striping,Volume caching,Drive pooling,C,The text defines 'data striping' as 'Splitting of data across multiple devices.'
