Front,Back,Reversible
What is the initial drawback of pure demand paging?,"A large number of page faults when a process starts, due to initial locality.",y
"Define ""prepaging.""","Bringing pages into memory before they are requested, in an attempt to prevent high initial paging.",y
What is the strategy behind prepaging?,To bring some or all needed pages into memory at once.,y
Provide an example of prepaging in practice.,"Using the working-set model to remember a suspended process's working set, then automatically bringing the entire working set back into memory before restarting the process.",y
What is the main advantage of prepaging?,The potential cost saving of prepaging compared to the cost of servicing multiple individual page faults.,y
What is the primary risk associated with prepaging?,"Many prepaged pages may not actually be used, leading to wasted effort and memory.",y
"In prepaging cost analysis, what do 's' and 'α' represent?",'s' represents the number of pages prepaged. 'α' represents the fraction of 's' pages actually used (where 0 ≤ α ≤ 1).,y
When does prepaging 'lose' or 'win' based on the fraction of used pages (α)?,"If α is approximately 0, prepaging loses (more wasted effort). If α is approximately 1, prepaging wins (more saved page faults).",y
Is prepaging executable programs generally easy or difficult? Why?,"It is difficult because it's unclear what pages (code, data, stack, heap) will be needed and should be brought in.",y
Is prepaging files more predictable than prepaging executable programs? Why?,"Yes, because files are often accessed sequentially, making it easier to predict future page needs.",y
What Linux system call is an example of file prepaging?,"The `readahead()` system call, which prefetches file contents into memory.",y
When is the decision on the best page size typically made?,During new machine design.,y
What are common properties of page sizes in computer systems?,"They are invariably powers of 2, typically ranging from 4,096 bytes (2¹²) to 4,194,304 bytes (2²²).",y
How does decreasing page size affect page table size?,"Decreasing page size increases the number of pages, which in turn increases the page table size.",y
"From the perspective of page table size, what page size is desirable?","A large page size is desirable because each active process has its own copy of the page table, and a larger page size means fewer entries are needed.",y
What is internal fragmentation in the context of memory utilization with paging?,"It is the unused portion of a page that is allocated to a process, occurring because a process's memory requirements rarely end exactly on a page boundary.",y
How does page size relate to memory utilization and internal fragmentation?,"Memory is better utilized with smaller pages, as this minimizes the average waste (half of the final page) due to internal fragmentation.",y
What are the three main components of time involved in reading or writing a page?,"Seek time, rotational latency, and transfer time.",y
"How does transfer time relate to page size, and what page size does this argue for?","Transfer time is proportional to page size, which argues for a small page size to minimize transfer time.",y
"Which components of I/O time typically dominate, and what does this imply for page size?","Latency and seek time typically dwarf transfer time. This implies that doubling the page size has only a minimal increase in total I/O time, thus arguing for a larger page size to reduce the number of I/O operations.",y
How do smaller page sizes affect locality and resolution?,"Smaller page sizes improve locality and total I/O efficiency because each page matches program locality more accurately, providing better ""resolution"" by isolating only the memory actually needed.",y
What is the trade-off between small and large page sizes regarding I/O and allocated memory from a locality perspective?,"Smaller page sizes result in less I/O and less total allocated memory by avoiding the allocation/transfer of unneeded data within a page, unlike larger page sizes.",y
"How does page size impact the number of page faults, and what page size minimizes page faults?","A smaller page size generally leads to more page faults. To minimize page faults, a larger page size is needed, as it reduces the frequency of needing to fetch new pages.",y
What are some overhead costs associated with each page fault?,"An interrupt, saving registers, replacing a page, queuing for disk I/O, and updating page tables.",y
What has been the historical trend regarding page sizes?,"A trend toward larger page sizes, even for mobile systems, with modern systems adopting much larger sizes (e.g., Linux huge pages).",y
"Define ""hit ratio"" in the context of a TLB.","Percentage of times a cache provides a valid lookup (e.g., TLB effectiveness).",y
What is a downside of increasing the number of TLB entries to increase the hit ratio?,It is expensive and power-hungry due to the use of associative memory.,y
"Define ""TLB reach.""",Amount of memory addressable by the translation look-aside buffer.,y
How is TLB reach calculated?,Number of TLB entries × Page size.,y
"Ideally, what should the TLB reach be able to contain?",The entire working set for a process.,y
What happens if a process has insufficient TLB reach?,"The process will spend a significant amount of time resolving memory references by traversing the main page table in memory, instead of using the fast TLB.",y
"Besides increasing the number of TLB entries, what are other approaches to increase TLB reach?",Increase the page size or provide support for multiple page sizes.,y
"How does increasing the page size affect TLB reach, given the same number of TLB entries?","It directly multiplies the TLB reach (e.g., changing from 4 KB to 16 KB pages quadruples TLB reach).",y
What is a potential downside of using larger page sizes to increase TLB reach?,Increased internal fragmentation for some applications.,y
