Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Which of the following best defines 'thrashing' in an operating system context?,A process spending more time executing than paging.,"A low rate of page faults, indicating efficient memory utilization.",High paging activity where a process spends more time paging than executing.,The process of swapping entire processes between main memory and disk.,The mechanism by which the CPU scheduler increases multiprogramming.,C,"Thrashing is defined as high paging activity where a process spends more time paging than executing, leading to severe performance problems."
What is a primary symptom of a process that is thrashing?,It rarely experiences page faults.,It replaces pages that are not needed immediately.,"It quickly page-faults and replaces pages needed immediately, leading to repeated faults.",It consistently uses its minimum required frames efficiently.,Its CPU utilization remains consistently high.,C,"A process without 'enough' frames (minimum needed for working set) will quickly page-fault and replace pages needed immediately, causing it to fault again and again."
Which of the following operating system behaviors can exacerbate or cause thrashing?,Maintaining a high CPU utilization by reducing multiprogramming.,Increasing the degree of multiprogramming when CPU utilization is low.,Implementing a local page-replacement algorithm for all processes.,Allocating enough frames to each process to cover its working set.,Prioritizing processes with high page-fault rates for CPU time.,B,"The text describes a scenario where low CPU utilization prompts the OS to increase multiprogramming, which can lead to processes taking frames from each other, increasing page faults, and eventually resulting in thrashing as CPU utilization drops further and the OS continues to increase multiprogramming."
How does the use of a global page-replacement algorithm contribute to thrashing?,It ensures each process maintains its minimum frame requirement.,"It allows a thrashing process to steal frames from other processes, causing them to fault.","It prevents new processes from being initiated, thus reducing multiprogramming.",It allocates frames based on a process's working-set size.,It limits paging device queues by prioritizing non-faulting processes.,B,"A global page-replacement algorithm replaces pages without regard to the process they belong to. This allows a process needing more frames (e.g., one that's starting to thrash) to take frames from other processes, which then causes those processes to fault, cascading the problem across the system."
"During thrashing, what typically happens to system throughput and CPU utilization?",Both system throughput and CPU utilization increase.,"System throughput increases, but CPU utilization decreases.",Both system throughput and CPU utilization plunge/drop sharply.,"System throughput plunges, while CPU utilization remains stable.","CPU utilization increases rapidly, while throughput remains low.",C,"The text states that when thrashing occurs, 'system throughput plunges' and 'CPU utilization drops sharply' (as illustrated in Figure 10.6.1). Processes spend all their time paging, and no work gets done."
"According to the text, what is the most direct action to stop thrashing once it has begun?",Increase the degree of multiprogramming.,Implement a global page-replacement algorithm.,Decrease the degree of multiprogramming.,Increase the system's effective memory-access time.,Allow processes to frequently change their working sets.,C,The text explicitly states: 'To stop thrashing: decrease degree of multiprogramming.'
What is the primary advantage of a 'local replacement algorithm' or 'priority replacement algorithm' in mitigating thrashing?,It allows a thrashing process to steal frames from other processes more efficiently.,It ensures that all processes have an equal number of frames.,It prevents a thrashing process from stealing frames from other processes.,It completely eliminates the need for a paging device.,It automatically adjusts the working-set window size for each process.,C,Local (or priority) replacement algorithms are defined as avoiding thrashing by not allowing a process to steal frames from other processes. A process selects pages only from its own frames.
"While local replacement algorithms help limit thrashing effects, why do they not entirely solve the problem?","They increase the CPU utilization, leading to more processes being admitted.",They don't prevent processes from needing more frames than available in their own set.,"Thrashing processes still queue for the paging device, increasing average service time for page faults for all processes.",They lead to an increase in the number of frames required for each process.,They only work for processes with very small working sets.,C,"The text explains that while local replacement prevents a thrashing process from stealing frames, the thrashing processes still queue for the paging device, leading to increased average service time for page faults and, consequently, increased effective access time for all processes."
"What is the fundamental approach to preventing thrashing, as stated in the text?",To always use a global page-replacement algorithm.,To continuously increase the degree of multiprogramming.,To provide a process with enough frames.,To ignore the page-fault rate of processes.,To exclusively use the Page-Fault Frequency strategy.,C,The text explicitly states: 'To prevent thrashing: provide process with enough frames.'
"What concept is introduced to determine how many frames a process needs, based on the pages it actually uses?",The Page-Fault Frequency strategy.,The Global Replacement Algorithm.,The Locality Model.,The Least Recently Used (LRU) algorithm.,"The First-In, First-Out (FIFO) algorithm.",C,The text states: 'How many frames needed? Look at frames actually used -> locality model.'
