Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Which two types of devices are identified as major secondary storage I/O units?,Central Processing Units (CPUs) and Graphics Processing Units (GPUs),Random Access Memory (RAM) and Read-Only Memory (ROM),Hard disk drives (HDDs) and nonvolatile memory (NVM) devices,Network Interface Cards (NICs) and Universal Serial Bus (USB) controllers,Solid-state drives (SSDs) and magnetic tape drives,C,The text explicitly states that 'Hard disk drives (HDDs) and nonvolatile memory (NVM) devices' are major secondary storage I/O units.
How is modern secondary storage typically structured?,As a hierarchical tree of directories and files,As a complex network of interconnected nodes,As large one-dimensional arrays of logical blocks,As a two-dimensional grid of physical sectors and tracks,"As an amorphous, unstructured collection of data bits",C,The text specifies that 'Modern secondary storage: structured as large one-dimensional arrays of logical blocks'.
"Which of the following is a method by which drives can be attached to a computer, as listed in the text?",Exclusively through wireless connections,Directly connected to external power supplies only,Through local I/O ports on the host,Via an integrated system-on-chip (SoC) design,Only as removable media for temporary storage,C,One of the listed attachment methods is 'Through local I/O ports on host'.
"Besides local I/O ports and network connections, how else can drives be attached to a computer?",Only through proprietary cloud services,By being directly connected to motherboards,Via Bluetooth short-range wireless links,Through a specialized audio interface,Embedded within the power supply unit,B,The text states drives can be 'Directly connected to motherboards'.
"According to the text, what type of connection allows drives to be attached to a computer through a network?",A peer-to-peer file sharing connection,A dedicated internet uplink,A communications network or storage network connection,An analog telephone line connection,A closed-circuit television network,C,The text lists 'Through communications network or storage network connection' as an attachment method.
Which two system components are responsible for generating requests for secondary storage I/O?,The CPU and the GPU,The display driver and the audio codec,The file system and virtual memory system,The network adapter and the printer driver,The power management unit and the cooling system,C,The text indicates that 'Requests for secondary storage I/O: generated by file system and virtual memory system'.
How does each request for secondary storage I/O specify the device address?,As a physical sector and track number,As a unique device serial number,As a logical block number,As a file name and directory path,As a memory-mapped I/O address,C,The text states that 'Each request: specifies device address as logical block number'.
What is the primary goal of disk-scheduling algorithms for Hard Disk Drives (HDDs)?,To reduce the physical size of the HDD,To increase the data storage capacity of the HDD,"To improve HDD effective bandwidth, average response time, and variance in response time",To encrypt all data stored on the HDD for security,To automatically detect and repair physical disk errors,C,"The text explains that 'Disk-scheduling algorithms: improve HDD effective bandwidth, average response time, variance in response time'."
How do SCAN and C-SCAN algorithms improve HDD performance?,By physically reordering data blocks on the platters,By utilizing advanced data compression techniques,By using disk-queue ordering strategies,By increasing the rotational speed of the disk,By reducing the power consumption of the drive,C,"The text specifies that 'Algorithms (SCAN, C-SCAN): improve via disk-queue ordering strategies'."
What is true about HDD performance concerning scheduling algorithms?,It remains constant regardless of the scheduling algorithm used.,It varies greatly with scheduling algorithms.,It only varies based on the age of the drive.,It is primarily determined by the amount of RAM in the system.,Scheduling algorithms have no impact on HDD performance.,B,The text states that 'HDD performance: varies greatly with scheduling algorithms'.
What is a key physical characteristic of Solid-state disks (SSDs) that affects their performance with scheduling algorithms?,They utilize spinning platters and read/write heads.,They have no moving parts.,They are highly susceptible to magnetic interference.,They require constant cooling with liquid nitrogen.,They have extremely high latency due to mechanical components.,B,"The text highlights that 'Solid-state disks (SSDs): no moving parts', which differentiates their performance behavior."
How does the performance of Solid-state disks (SSDs) typically vary among different scheduling algorithms?,"It varies greatly, similar to HDDs.",It varies little among algorithms.,It significantly degrades with any scheduling algorithm.,SSDs are incompatible with scheduling algorithms.,Their performance only depends on their internal cache size.,B,The text notes that SSD performance 'varies little among algorithms'.
Which simple strategy do SSDs often employ for managing requests?,Shortest Seek Time First (SSTF),SCAN (Elevator Algorithm),C-SCAN (Circular SCAN),"First-Come, First-Served (FCFS)",LOOK (Optimized SCAN),D,The text explicitly states that 'SSDs: often use simple FCFS strategy'.
