Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary objective of disk-scheduling algorithms in Hard Disk Drives (HDDs)?,To maximize data throughput by prioritizing read operations.,To minimize the physical movement of the disk head.,"To ensure that all requests are serviced in First-Come, First-Served (FCFS) order.",To allocate memory space for I/O operations efficiently.,To prevent data fragmentation across the disk platters.,B,"Disk-scheduling algorithms for HDDs are designed to minimize disk head movement, which is a slow mechanical operation."
"A key physical characteristic distinguishing NVM devices from HDDs, which influences their scheduling, is:",Their reliance on magnetic platters for data storage.,The presence of multiple read/write heads.,The absence of moving disk heads.,Their requirement for continuous power to retain data.,Their larger storage capacity compared to HDDs.,C,"NVM devices, unlike HDDs, do not have moving disk heads, which simplifies their scheduling requirements."
What is the commonly used scheduling policy for Non-Volatile Memory (NVM) devices?,Shortest Seek Time First (SSTF),SCAN (Elevator algorithm),"First-Come, First-Served (FCFS)",Circular SCAN (C-SCAN),Least Recently Used (LRU),C,"NVM devices commonly use a simple First-Come, First-Served (FCFS) policy due to the absence of moving parts."
What scheduling policy does the Linux NOOP scheduler primarily implement?,Shortest Job First (SJF),Round Robin (RR),"First-Come, First-Served (FCFS)",Priority Scheduling,Least Slack Time First (LSTF),C,"The Linux NOOP scheduler is characterized by its First-Come, First-Served (FCFS) policy."
"Besides its FCFS policy, what additional functionality does the Linux NOOP scheduler provide for I/O requests?",It reorders requests to minimize disk head movement.,It encrypts I/O requests for security.,It merges adjacent requests.,It prioritizes read requests over write requests.,It dynamically adjusts queue depth based on load.,C,The Linux NOOP scheduler merges adjacent requests in addition to using an FCFS policy.
How is the read service time typically characterized for NVM devices?,It varies significantly based on data location.,It is generally non-uniform due to wear leveling.,It is uniform across the device.,It is faster for small reads and slower for large reads.,It depends heavily on the device's temperature.,C,Read service time for NVM devices is typically uniform.
Which statement accurately describes the write service time on NVM devices and its underlying reason?,It is uniform due to the lack of moving parts.,It is uniform because of efficient caching mechanisms.,"It is not uniform, primarily due to flash memory properties.","It is not uniform, as it prioritizes read operations.",It is faster than read service time due to write caching.,C,"Write service time on NVM devices is not uniform, a characteristic attributed to the specific properties of flash memory, such as erase cycles and garbage collection."
What specific type of requests do some SSD schedulers merge?,Only read requests.,Only adjacent write requests.,All types of I/O requests.,Requests from high-priority applications.,Sequential read and write requests.,B,Some SSD schedulers are designed to merge only adjacent write requests.
How do some SSD schedulers handle all read requests?,They prioritize them based on size.,"They service them in First-Come, First-Served (FCFS) order.",They reorder them to optimize data locality.,They defer them until all write requests are complete.,"They process them concurrently, ignoring order.",B,"Some SSD schedulers service all read requests in a First-Come, First-Served (FCFS) order."
What are the two fundamental categories of I/O access patterns mentioned in the text?,Buffered and unbuffered.,Synchronous and asynchronous.,Sequential and random.,Block-level and file-level.,Direct and indirect.,C,I/O operations are categorized as either sequential or random.
For which types of storage devices is sequential access considered optimal?,Solid State Drives (SSDs) and NVMe devices.,Cloud storage and network-attached storage.,Mechanical devices like HDDs and tape drives.,RAM and CPU caches.,Optical disc drives (CD/DVD/Blu-ray).,C,Sequential access is optimal for mechanical devices such as HDDs and tape drives.
Why is sequential access considered optimal for mechanical devices like HDDs?,It allows for parallel processing of data blocks.,It minimizes the need for error correction.,"Data is typically located near the read/write head, reducing movement.",It leverages the device's internal caching mechanisms.,It results in lower power consumption.,C,"Sequential access is optimal for mechanical devices because the data to be accessed next is typically near the current position of the read/write head, minimizing slow mechanical movements."
What metric is primarily used to measure the performance of random-access I/O?,Megabytes per second (MB/s).,Latency in milliseconds (ms).,Input/output operations per second (IOPS).,Throughput in gigabits per second (Gbps).,Cycles per instruction (CPI).,C,Random-access I/O performance is measured in Input/Output Operations Per Second (IOPS).
What specific mechanical action is caused by random access I/O on Hard Disk Drives (HDDs)?,Platters spinning at varying speeds.,The disk head moving frequently.,The read/write head overheating.,Data fragmentation.,Increased wear on the motor.,B,"Random access I/O causes significant disk head movement on HDDs, which impacts performance."
How does random access I/O performance on NVM devices compare to that on HDDs?,It is slightly slower on NVM devices.,It is much faster on NVM devices.,It is comparable on both device types.,It is faster on HDDs for very small requests.,NVM devices do not support random access I/O.,B,Random access I/O is much faster on NVM devices (hundreds of thousands of IOPS) compared to HDDs (hundreds of IOPS).
Which of the following most accurately represents the typical random access IOPS performance for HDDs versus SSDs?,HDDs: tens of IOPS; SSDs: thousands of IOPS.,HDDs: hundreds of IOPS; SSDs: hundreds of thousands of IOPS.,HDDs: thousands of IOPS; SSDs: millions of IOPS.,HDDs: hundreds of thousands of IOPS; SSDs: tens of millions of IOPS.,HDDs: hundreds of IOPS; SSDs: tens of thousands of IOPS.,B,"The text states that HDDs achieve hundreds of IOPS, while SSDs can achieve hundreds of thousands of IOPS for random access I/O."
How does the raw sequential throughput advantage of NVM devices compare to that of HDDs?,NVM devices have a significantly higher advantage.,NVM devices have a lower advantage.,NVM devices offer no advantage.,NVM devices have an advantage only for very large files.,The advantage depends entirely on the file system used.,B,NVM devices have less advantage for raw sequential throughput compared to HDDs because HDD head seeks are already minimized in sequential operations.
What is the reason NVM devices offer less of an advantage for raw sequential throughput compared to HDDs?,Their internal controllers are slower for sequential operations.,HDD head seeks are already minimized during sequential access.,NVM devices have higher internal latencies for large transfers.,The bus interface becomes a bottleneck for NVM devices.,NVM devices prioritize random access performance.,B,"The advantage of NVM for raw sequential throughput is diminished because HDDs inherently minimize head seeks during sequential operations, making their performance relatively competitive in that specific scenario."
What is the approximate performance advantage of NVM for sequential reads over HDDs?,2x,5x,10x,20x,50x,C,"For sequential reads, NVM performance is equivalent to a 10x advantage over HDDs."
How does writing performance compare to reading performance on NVM devices?,Writing is generally much faster than reading.,Writing is generally slower than reading.,Writing and reading speeds are typically equivalent.,Writing speed is only faster for small data blocks.,Reading speed is only faster for highly fragmented data.,B,Writing to NVM is typically slower than reading.
What effect does the act of writing have on NVM's overall performance advantage?,It significantly increases the advantage.,It decreases the advantage.,It has no noticeable effect on the advantage.,It converts the advantage into a disadvantage.,It only impacts the advantage for random access.,B,"Writing to NVM is slower than reading, which decreases the overall performance advantage of NVM devices."
How consistent is HDD write performance throughout the device's lifespan?,It varies significantly based on device fullness.,It decreases sharply over time due to wear.,It remains consistent throughout the device life.,It improves as the device gets older.,It is highly dependent on the type of data being written.,C,HDD write performance is stated to be consistent throughout the device's life.
What factors contribute to the variability of NVM write performance?,Disk head movement and platter speed.,The type of file system used and cache size.,"Device fullness (due to garbage collection and over-provisioning) and ""wear"".",Ambient temperature and humidity.,The number of active CPU cores and RAM speed.,C,NVM write performance varies based on device fullness (influenced by garbage collection and over-provisioning) and device 'wear'.
How does the performance of a worn NVM device compare to that of a new device?,It is generally much better due to optimizations.,It is typically slightly better due to accumulated cache.,"It is about the same, as wear is only cosmetic.",It is much worse than a new device.,It is only worse for read operations.,D,A worn NVM device exhibits much worse performance than a new device.
What action by the file system can help improve NVM lifespan and performance?,Randomizing data writes to distribute wear.,Compressing all data before writing.,Informing the device when files are deleted.,Increasing the amount of over-provisioning manually.,Performing full device format at regular intervals.,C,"The file system informing the NVM device when files are deleted allows the device to erase blocks, which improves lifespan and performance."
"When a file system informs an NVM device that files have been deleted, what action does the device typically take?",It reallocates the space to a different block group.,It performs an immediate erase of the blocks.,It marks the blocks as read-only.,It initiates a full-device garbage collection cycle.,It ignores the notification as it manages space independently.,B,"Upon notification of deleted files, the NVM device can erase the corresponding blocks, making them available for new writes more efficiently."
