Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the initial state of a program typically residing on disk before it can be executed?,"Source code file (e.g., .c)","Object code file (e.g., .o)","Binary executable file (e.g., a.out, prog.exe)",Text-based configuration file,Dynamically linked library (DLL),C,"The text states: ""A program typically resides on disk as a binary executable file (e.g., a.out, prog.exe). To execute, it must be loaded into memory within a process's context."""
"In the program preparation process, what is the output generated by a compiler (e.g., gcc) when it processes a source program (e.g., main.c)?",A final executable file,Object code,A dynamically linked library,A program trace file,A CPU instruction set,B,"The text states: ""A source program (e.g., main.c) is processed by a compiler (e.g., gcc), producing object code."""
"Which system component is responsible for combining multiple object files, along with any necessary libraries (e.g., standard C or math libraries), into a single executable file?",The compiler,The loader,The debugger,The linker,The operating system kernel,D,"The text explains: ""A linker combines these object files, along with any necessary libraries... into a single executable file."" This definition is also confirmed in the glossary."
What is the primary role of a loader at runtime in the program execution procedure?,To convert source code into object code,To combine object files into a single executable,To bring the executable file into memory,To perform debugging operations,To manage network connections for the program,C,"The text specifies: ""At runtime, a loader brings the executable file into memory."" The glossary further clarifies its role in making the program eligible to run on a CPU core."
"According to the provided text, what characteristic defines a 'relocatable object file'?",It is a file that contains only source code comments.,It is the output of a compiler whose contents can be loaded into any location in physical memory.,It is a final executable program ready for direct execution without further processing.,It is a temporary file used only during the debugging phase.,It is a type of standard library that is always linked dynamically.,B,The glossary defines 'relocatable object file' as: 'The output of a compiler in which the contents can be loaded into any location in physical memory.'
Which of the following best describes an 'executable file' as defined in the text?,A file that must undergo further compilation before it can run.,A file containing only uncompiled source code.,A file containing a program that is ready to be loaded into memory and executed.,A file primarily used for storing configuration settings.,A file that only contains data without any program instructions.,C,The glossary defines 'executable file' as: 'A file containing a program that is ready to be loaded into memory and executed.'
What is 'relocation' in the context of program loading and execution?,The process of moving a program from memory back to disk.,An activity during linking and loading that assigns final addresses to program parts and adjusts code/data.,The conversion of high-level source code into machine code.,The mechanism for isolating processes from each other in memory.,The method used to verify the integrity of an executable file.,B,The text states: 'Relocation: A crucial activity during linking and loading that assigns final addresses to program parts and adjusts code/data to match.' This is consistent with the glossary definition.
When does the crucial activity of 'relocation' primarily occur in the program's lifecycle?,Exclusively during the initial compilation phase.,Only when the program terminates or crashes.,During both the linking and loading phases.,Only during the initial source code writing phase.,After the program has been fully loaded but before execution begins.,C,The text specifies: 'Relocation: A crucial activity during linking and loading...'
What is the main characteristic of 'dynamically linked libraries (DLLs)'?,They are always embedded directly into the executable file at compile time.,"They are system libraries that are linked to user programs at runtime, with linking postponed until execution time.",They contain only data and cannot include any executable code.,They are exclusively used by operating system kernel modules.,They must be manually compiled and linked by the user for every program.,B,"The glossary defines 'dynamically linked libraries (DLLs)' as: 'System libraries that are linked to user programs when the processes are run, with linking postponed until execution time.'"
Which of the following is a key advantage of using dynamically linked libraries (DLLs)?,"They force all programs to load all available libraries, regardless of need.","They eliminate the need for a compiler, speeding up development.",They prevent programs from accessing system resources.,"They avoid loading unused libraries and allow multiple processes to share common libraries, saving memory.",They ensure that programs are completely isolated from each other's memory spaces.,D,"The text highlights the benefits: 'This avoids loading unused libraries and allows multiple processes to share common libraries, saving memory.'"
"On UNIX systems, what is the typical sequence of system calls the shell uses to create a new process and invoke the loader for a program (e.g., ./main)?",compile() then run(),exec() then fork(),load() then execute(),fork() then exec(),create_process() then start(),D,"The text states: 'On UNIX systems, invoking a program (e.g., ./main) triggers the shell to create a new process via fork() and then use exec() to invoke the loader.'"
What is the standard format for object and executable files used on UNIX/Linux systems?,Portable Executable (PE),Mach-O,Executable and Linkable Format (ELF),Common Object File Format (COFF),Windows Executable (WINEX),C,The text explicitly states: 'ELF (Executable and Linkable Format): The standard for UNIX/Linux systems...'
Which components are typically included within an ELF (Executable and Linkable Format) file?,Only the source code and design documentation.,Compiled machine code and a symbol table.,Only configuration files and user preferences.,Debugging symbols and runtime logs.,Graphical user interface assets and themes.,B,The text mentions that ELF 'includes compiled machine code and a symbol table. It contains the program's entry point.'
Which file format is specifically used by Windows systems for executable files?,ELF,Mach-O,Portable Executable (PE),APK,JAR,C,The text specifies: 'Portable Executable (PE): Used by Windows systems.' This is also in the glossary.
What is the name of the executable file format used by macOS?,ELF,PE,Mach-O,Dylib,Executable Link Format (XLF),C,The text states: 'Mach-O: Used by macOS.' This is also in the glossary.
"On Linux, which command is specifically mentioned for identifying the type of an ELF file, such as distinguishing between an ELF relocatable file and an ELF executable?",readelf,ls,file,objdump,nm,C,"The text explains: 'For example, the file command determines a file type. If main.o is an object file... will report that main.o is an ELF relocatable file, while the command file main will report that main is an ELF executable.'"
Which command is used on Linux systems to evaluate the various sections within an ELF file?,file,cat,readelf,grep,head,C,The text explicitly states: 'ELF files are divided into a number of sections and can be evaluated using the readelf command.'
