Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary function of CPU scheduling?,To manage memory allocation for processes.,To decide which process in the ready queue is allocated the CPU's core.,To handle I/O operations for processes.,To perform context switches between threads.,To determine the priority of system interrupts.,B,CPU scheduling involves deciding which process in the ready queue is allocated the CPU's core.
"In the context of the described CPU-scheduling algorithms, what assumption is made about the processing environment?",It involves a multiprocessor system with shared memory.,It assumes a distributed system across multiple nodes.,"It is described for a single processing core, capable of running one process at a time.",It focuses on real-time operating systems with strict deadlines.,It implies that CPU burst times are always known in advance.,C,"These algorithms are described in the context of a single processing core, capable of running one process at a time."
Which CPU-scheduling algorithm is known as the simplest and allocates the CPU to the process that requests it first?,Shortest-Job-First (SJF),Round-Robin (RR),Priority Scheduling,"First-Come, First-Served (FCFS)",Multilevel Feedback Queue,D,"First-Come, First-Served (FCFS) is the simplest CPU-scheduling algorithm, where the process that requests the CPU first is allocated the CPU first."
"How is the First-Come, First-Served (FCFS) scheduling algorithm typically implemented?",Using a priority queue where processes are sorted by their burst time.,"With a circular queue, preempting processes after a time quantum.","Using a FIFO queue, linking process PCBs to the tail and allocating CPU from the head.",By assigning processes to different queues based on their type.,"Through a stack, where the last process in is the first process out.",C,"FCFS is implemented with a FIFO queue: process PCBs are linked to the tail, and the CPU is allocated to the process at the head."
What is a common characteristic of the average waiting time under FCFS scheduling?,It is always minimal compared to other algorithms.,It is consistently short and predictable.,It is often long and can vary substantially with CPU burst times.,It improves significantly with a smaller time quantum.,It is inversely proportional to the number of processes.,C,Average waiting time under FCFS is often long and can vary substantially with CPU burst times.
"Which phenomenon describes a CPU-bound process holding the CPU, causing I/O-bound processes to wait in the ready queue, leading to lower CPU and device utilization?",Context switching overhead,Starvation,Convoy effect,Priority inversion,Deadlock,C,"The 'convoy effect' occurs when a CPU-bound process holds the CPU, causing I/O-bound processes to wait, leading to lower CPU and device utilization."
"Is First-Come, First-Served (FCFS) a preemptive or nonpreemptive scheduling algorithm?","Preemptive, meaning processes can be interrupted.","Nonpreemptive, meaning a process keeps the CPU until it terminates or requests I/O.","Both, depending on system configuration.",It is preemptive only for interactive systems.,It is nonpreemptive only for batch processes.,B,"FCFS is nonpreemptive; once allocated, a process keeps the CPU until it terminates or requests I/O."
What is a Gantt chart used for in the context of CPU scheduling?,To display the memory usage of processes over time.,"To illustrate a particular schedule, including the start and finish times of participating processes.",To show the hierarchical structure of process calls.,To graph the network latency between different system components.,To track the number of context switches per second.,B,"A Gantt chart is a bar chart that illustrates a particular schedule, including the start and finish times of each of the participating processes."
What characteristic does the Shortest-Job-First (SJF) scheduling algorithm associate with each process?,Its priority level.,The total memory required.,The length of its next CPU burst.,Its arrival time in the ready queue.,The number of I/O operations it performs.,C,The SJF scheduling algorithm associates each process with the length of its next CPU burst.
When does SJF scheduling break ties between processes with identical next CPU burst lengths?,Randomly.,Using a priority value.,By resorting to FCFS.,By choosing the process with the lowest process ID.,By choosing the process with the shortest remaining time.,C,"In SJF, the CPU is assigned to the process with the smallest next CPU burst, and FCFS breaks ties."
