Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary task of CPU scheduling?,Managing memory allocation for processes.,Selecting a waiting process from the ready queue and allocating the CPU to it.,Ensuring data consistency across multiple processors.,Handling I/O operations for active processes.,Terminating processes that have completed their execution.,B,CPU scheduling is the task of selecting a waiting process from the ready queue and allocating the CPU to it.
Which component is responsible for allocating the CPU to the selected process in a CPU scheduling system?,The kernel,The memory manager,The dispatcher,The process control block,The interrupt handler,C,The CPU is allocated to the selected process by the dispatcher.
In which type of scheduling algorithm can the CPU be taken away from a process before it voluntarily relinquishes control?,Nonpreemptive scheduling,Cooperative scheduling,Preemptive scheduling,Batch scheduling,"First-come, first-served (FCFS) scheduling",C,Preemptive scheduling is where the CPU can be taken away from a process.
What is a characteristic of almost all modern operating systems regarding CPU scheduling?,They primarily use nonpreemptive scheduling.,They require processes to voluntarily relinquish the CPU.,They are preemptive.,"They only use First-come, first-served (FCFS) scheduling.",They prioritize I/O-bound tasks over CPU-bound tasks in all scenarios.,C,Almost all modern operating systems are preemptive.
Which of the following is NOT one of the standard criteria used to evaluate CPU scheduling algorithms?,CPU utilization,Throughput,Memory footprint,Turnaround time,Response time,C,"The five criteria listed are CPU utilization, throughput, turnaround time, waiting time, and response time. Memory footprint is not among them."
"What is a primary disadvantage of First-come, first-served (FCFS) scheduling, despite its simplicity?",It requires complex CPU burst prediction.,It cannot be used in preemptive systems.,It can cause short processes to wait for very long processes.,It does not consider process priority.,It has the highest overhead among all algorithms.,C,FCFS scheduling is simple but can cause short processes to wait for very long processes.
Which CPU scheduling algorithm is provably optimal in providing the shortest average waiting time?,"First-come, first-served (FCFS)",Round-robin (RR),Shortest-job-first (SJF),Priority scheduling,Earliest-deadline-first (EDF),C,"Shortest-job-first (SJF) scheduling is provably optimal, providing the shortest average waiting time."
What is the main reason why implementing Shortest-job-first (SJF) scheduling is difficult in practice?,It requires constant context switching.,It does not support preemptive execution.,Predicting the length of the next CPU burst is difficult.,It suffers from starvation for long processes.,It is only suitable for batch systems.,C,Implementing SJF scheduling is difficult because predicting the length of the next CPU burst is difficult.
How does Round-robin (RR) scheduling handle a process that does not relinquish the CPU before its time quantum expires?,The process is terminated immediately.,The process's priority is reduced.,"The process is preempted, and another process is scheduled.",The time quantum is extended for that process.,The process is moved to a lower-priority queue.,C,"If the process does not relinquish the CPU before its time quantum expires, the process is preempted, and another process is scheduled."
"When multiple processes have the same priority in a priority scheduling system, how are they typically scheduled?",They are assigned random CPU times.,They are scheduled using only Round-robin (RR).,"They are scheduled using only First-come, first-served (FCFS).",They can be scheduled in FCFS order or using RR scheduling.,They are immediately terminated to resolve the conflict.,D,Processes with the same priority can be scheduled in FCFS order or using RR scheduling.
