Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"In the context of transforming I/O requests to hardware operations, how does an application primarily refer to data?",By a unique hardware address.,By a process ID.,By a file name.,By a memory-mapped register.,By a device driver's internal ID.,C,"Applications typically refer to data using logical file names, which are then translated by the operating system."
What is the primary role of the file system in connecting application requests to hardware for disk operations?,To directly send commands to the disk controller.,To manage network protocols for data transfer.,To map a file name through directories to space allocation on the disk.,To handle interrupt requests from hardware devices.,To perform kernel recompilation for new devices.,C,The file system is responsible for translating the logical file name into physical disk locations (space allocation).
"How does MS-DOS, particularly for FAT file systems, map a file name to disk blocks?",The file name directly indicates the sector address.,"The file name is mapped to an inode number, which contains allocation info.","The first part of the file name identifies the hardware device, then a table indicates blocks.","The name maps to a number, which indicates an entry in a file-access table, telling which disk blocks are allocated.",It uses a mount table to associate the name with a device.,D,"In MS-DOS with FAT, the file name maps to a numerical entry in a file-access table, which then points to the allocated disk blocks."
"In UNIX-like systems, what is the primary mechanism by which a file name is mapped to space allocation information?",The file name is directly translated into a physical disk address.,"It maps to a device number, which then leads to a port address.","The file name maps to an inode number, and the inode contains space-allocation information.",A global directory table directly lists disk block addresses for each file.,It uses a colon separator in the file name to identify the device and then the blocks.,C,"UNIX systems map file names to inode numbers, and the inode itself stores the space allocation details for the file."
What is the ultimate goal of the complex translation process from an application's file name request?,To recompile the kernel for specific hardware.,To associate extra functionality like spooling.,To connect the file name to the disk controller via a hardware port address or memory-mapped registers.,To place the process onto a wait queue.,To identify the correct device driver based on a major device number.,C,All the mapping and lookup stages aim to translate the logical file name into the physical addresses that the hardware controller understands to perform I/O.
"How does MS-DOS identify the hardware device within a file name for I/O requests, such as 'C:drive'?",By the entire file name as a unique device identifier.,Through an inode number associated with the device.,"The first part of the file name, before the colon, identifies the hardware device.",It uses a mount table to look up the device name.,The device is identified by its major and minor device numbers embedded in the file name.,C,"In MS-DOS, the part of the file name before the colon (e.g., 'C:') is used to identify the hardware device."
"In MS-DOS, what is 'C:' typically mapped to for I/O operations?",A unique inode number.,A specific process ID.,A network path.,A specific port address via a device table.,The root directory of the file system.,D,MS-DOS maps device identifiers like 'C:' to a specific port address using a device table.
"Which operating system typically maintains a separate name space for hardware devices from its regular file-system name space, often indicated by a colon separator?",UNIX,Linux,macOS,Windows NT,MS-DOS,E,"MS-DOS uses a colon separator (e.g., 'C:') to clearly separate the device name space from the file-system name space."
What advantage is cited for MS-DOS's approach of having a separate device name space?,It allows for faster file access.,It simplifies kernel recompilation.,It makes it easy to associate extra functionality like spooling for printer files.,It enables dynamic loading of device drivers.,It inherently supports multiple stages of lookup tables.,C,"The text states that MS-DOS's separate device name space makes it easy to associate extra functionality, such as spooling for printer files."
How does UNIX integrate device names into its file system structure?,It uses a dedicated partition for all device files.,Device names are incorporated into the regular file-system name space.,Each device has a unique network address.,Devices are identified by their hardware interrupt lines.,Device names are managed by a separate hardware abstraction layer outside the file system.,B,"UNIX incorporates device names directly into its regular file-system name space, often as special files in directories like /dev."
What data structure does UNIX use to associate path name prefixes with specific device names for I/O resolution?,An inode table.,A file-access table.,A device-control register.,A mount table.,An interrupt-vector table.,D,"UNIX uses a mount table to associate path name prefixes with specific device names, which are also part of the file-system name space."
