Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Which operating system release introduced the STREAMS mechanism?,Linux Kernel 2.0,macOS X,UNIX System V,Windows NT 3.1,BSD 4.4,C,"The text explicitly states that ""UNIX System V (and subsequent releases) has STREAMS mechanism."""
What is the primary function enabled by the STREAMS mechanism in UNIX systems?,Centralized memory management,Dynamic assembly of driver code pipelines,Real-time process scheduling,High-performance graphics rendering,Distributed file system management,B,"The STREAMS mechanism ""Enables dynamic assembly of driver code pipelines."""
"In the context of the STREAMS mechanism, what best describes a 'Stream'?",A one-way data channel for inter-process communication,A shared memory segment for device configuration,A full-duplex connection between a device driver and a user-level process,A network protocol for remote device access,A file descriptor for direct hardware manipulation,C,"A Stream is defined as a ""full-duplex connection between device driver and user-level process."""
Which of the following are the primary components that make up a STREAMS connection?,"Kernel threads, user processes, and shared memory","Stream head, driver end, and zero or more stream modules","Input buffers, output buffers, and a control unit","Network interface card, CPU, and RAM","File system, device manager, and scheduler",B,"The components of a Stream are listed as ""Stream head"", ""Driver end"", and ""Zero or more stream modules."""
What is the role of the 'stream head' component in a STREAMS connection?,It controls the physical device hardware,It buffers data for network transmission,It provides the interface with the user process,It manages inter-module communication,It performs error checking on data streams,C,"The ""Stream head"" is described as the component that ""interfaces with user process."""
What is the primary responsibility of the 'driver end' component in a STREAMS connection?,To manage user process privileges,To provide flow control for all modules,To control the device,To translate data formats for applications,To dynamically load and unload modules,C,"The ""Driver end"" is the component that ""controls the device."""
"What common structural element do the stream head, driver end, and stream modules each possess?",A dedicated CPU core,A single global buffer,"A pair of queues (read queue, write queue)",A direct memory access (DMA) controller,A cryptographic encryption unit,C,"The text states: ""Each component: pair of queues (read queue, write queue)."""
How is data primarily transferred between components within a STREAMS connection?,Direct memory access (DMA),Shared memory segments,Message passing between queues,Remote procedure calls (RPC),File system operations,C,"Data transfer within STREAMS occurs through ""message passing between queues."""
What is the primary purpose of 'stream modules' in the STREAMS architecture?,To define the communication protocol for user processes,To provide STREAMS processing functionality,To serve as the physical interface to hardware devices,To manage kernel-level security policies,To allocate memory for all stream operations,B,"The text indicates that ""Modules provide STREAMS processing functionality."""
Which system call is used to add or 'push' modules onto a stream?,`fork()`,`exec()`,`ioctl()`,`open()`,`pipe()`,C,"Modules are ""pushed onto a stream using `ioctl()` system call."""
