Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary goal of the application I/O interface structuring techniques?,To maximize the speed of I/O operations by bypassing the OS kernel.,"To ensure that all I/O devices have unique, non-standardized interfaces for security.","To treat I/O devices uniformly, abstracting away differences and simplifying OS development.","To allow applications direct, unmediated access to hardware device controllers.",To force hardware manufacturers to use only one specific type of I/O device.,C,The text states the overarching goal is to 'treat I/O devices uniformly' which simplifies OS development and allows for abstracting away device differences.
Which of the following approaches are explicitly mentioned as being utilized to achieve uniform treatment of I/O devices?,"Direct hardware manipulation, unmediated access, and polling.","Abstraction, encapsulation, and software layering.",Custom system calls for every device type and dedicated hardware.,"Batch processing, interrupt masking, and memory-mapped registers.","Kernel-level device drivers, but without standard interfaces.",B,"The text explicitly lists 'Approach: abstraction, encapsulation, software layering' as the methods used."
What is the primary purpose of the device-driver layer within the kernel I/O subsystem?,To directly manage application-level requests for I/O without kernel intervention.,To export non-standardized interfaces unique to each device controller.,To hide differences among device controllers from the kernel I/O subsystem.,To provide a direct interface for applications to bypass the kernel entirely for I/O.,To perform complex computations unrelated to device communication.,C,"The text states, 'Purpose of device-driver layer: hide differences among device controllers from kernel I/O subsystem.'"
A device that transfers bytes one by one is classified as what type of device?,Block device,Random-access device,Character-stream device,Synchronous device,Sharable device,C,The text defines 'Character-stream: transfers bytes one by one.'
What is the distinguishing characteristic of a 'block' device compared to a 'character-stream' device?,"Block devices transfer data asynchronously, while character-stream devices transfer synchronously.","Block devices transfer a block of bytes as a unit, while character-stream devices transfer bytes one by one.","Block devices are always random-access, while character-stream devices are always sequential.","Block devices are typically used for printers, while character-stream devices are for disks.","Block devices are dedicated, while character-stream devices are sharable.",B,The text defines 'Block: transfers a block of bytes as a unit' and 'Character-stream: transfers bytes one by one.'
Which characteristic describes an I/O device where the user can seek to any storage location?,Sequential access,Random-access,Character-stream,Synchronous,Dedicated,B,The text defines 'Random-access: user seeks to any storage location.'
What is the key difference between synchronous and asynchronous I/O devices regarding their response times?,"Synchronous devices have irregular/unpredictable response times, while asynchronous devices have predictable response times.",Synchronous devices are always faster than asynchronous devices.,"Synchronous devices have predictable response times and are coordinated, while asynchronous devices have irregular/unpredictable response times and are not coordinated.","Asynchronous devices require direct polling, while synchronous devices use interrupts.","Synchronous devices are dedicated, while asynchronous devices are sharable.",C,"The text states, 'Synchronous: predictable response times, coordinated. Asynchronous: irregular/unpredictable response times, not coordinated.'"
Which type of device can be used concurrently by several processes or threads?,Dedicated,Sequential,Read only,Sharable,Write once,D,The text defines 'Sharable: used concurrently by several processes/threads.'
Which of the following is NOT listed as a major access convention by which the OS groups devices?,Block I/O,Character-stream I/O,Direct Memory Access (DMA),Memory-mapped file access,Network sockets,C,"The text lists Block I/O, Character-stream I/O, Memory-mapped file access, and Network sockets as major access conventions. DMA is a hardware feature, not an access convention."
What is the purpose of an 'escape' or 'back door' mechanism in an OS I/O interface?,To allow the OS to directly control all network traffic.,To provide a standardized way to access all device functionalities.,To transparently pass arbitrary commands to a device driver when the standard interface lacks a specific method.,To restrict application access to sensitive device functions.,To implement file system caching for block devices.,C,The glossary defines 'escape' and 'back door' as a 'Method of passing arbitrary commands when interface lacks standard method.'
