Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Which of the following is identified as a major factor significantly impacting overall system performance?,CPU clock speed,Memory bus bandwidth,I/O operations,GPU processing power,Disk storage capacity,C,The text explicitly states: 'I/O: major factor in system performance.'
Heavy demands on the CPU due to I/O primarily involve which two activities?,Executing user application code and managing virtual memory,Performing floating-point calculations and handling network protocols,Executing device-driver code and scheduling processes (block/unblock),Managing file system access and caching frequently used data,Initializing hardware components and monitoring system temperature,C,"The text states that heavy I/O demands on the CPU include 'execute device-driver code, schedule processes (block/unblock).'"
What is the primary effect of context switches on system resources?,They reduce memory consumption by flushing caches.,They stress the CPU and hardware caches.,They eliminate the need for interrupt handling.,They always improve system throughput.,They increase network latency.,B,The text indicates: 'Context switches: stress CPU and hardware caches.'
How do data copies between controllers/physical memory and kernel buffers/application space impact the system?,They reduce the overall system latency.,They offload work from the main CPU.,They improve the efficiency of interrupt handling.,They load the memory bus.,They directly increase CPU clock speed.,D,"The text states: 'Loads memory bus: data copies between controllers/physical memory, and kernel buffers/application space.'"
Which statement accurately describes the cost of interrupt handling?,It is generally inexpensive and simple.,It involves only executing the handler code.,"It is relatively expensive due to state changes, handler execution, and state restoration.",It is more efficient than Programmed I/O (PIO) in all scenarios.,It primarily stresses the network interface card.,C,"The text explicitly mentions: 'Interrupt handling: relatively expensive (state change, execute handler, restore state).'"
Under what condition can Programmed I/O (PIO) be more efficient than interrupt-driven I/O?,When the system is experiencing low I/O demands.,If busy waiting is completely eliminated.,When the amount of data transferred is very large.,If busy waiting is minimized.,When the CPU is dedicated solely to I/O tasks.,D,The text states: 'Programmed I/O (PIO) can be more efficient than interrupt-driven I/O if busy waiting minimized.'
What is a direct consequence of an I/O completion unblocking a process?,Reduced CPU utilization.,Elimination of context switches.,An increase in memory bus bandwidth.,A full context switch overhead.,Improved cache hit rates.,D,The text notes: 'I/O completion unblocks process: leads to full context switch overhead.'
Which of the following activities is known to cause a high context-switch rate?,Intensive CPU computation,Large file transfers via local disk,Network traffic,Memory defragmentation,System boot-up sequence,C,The text states: 'Network traffic: high context-switch rate.'
"In the remote login character example, which component is responsible for receiving the typed character from the keyboard and generating an interrupt?",The user process,The kernel's network layers,The keyboard itself (or its controller),The network device driver,The interrupt handler,C,"The sequence starts with 'character typed -> keyboard interrupt', implying the keyboard hardware/controller generates the initial interrupt."
"During a remote login session, what is a significant overhead observed throughout the process of sending and receiving a character?",Excessive disk I/O operations,Continuous memory page faults,Frequent context switches and state switches,CPU idle time due to waiting for network packets,Graphics rendering delays,C,The text concludes the remote login example with: 'Throughout: context switches and state switches.'
