Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"In the context of computer hardware, what is a 'port'?",A type of internal memory for fast data access.,A software interface for network communication protocols.,A connection point for devices to attach to computers.,A specialized processing unit within the CPU.,A temporary storage area for system logs.,C,The text defines a 'port' as a 'Connection point for devices to attach to computers'.
Which statement best describes a 'bus' in computer systems?,A software program that manages device drivers.,A protocol for network communication over wireless links.,"A communication system connecting computer components (CPU, I/O devices) for data and command transfer.",A specific type of input device like a scanner.,A method for cooling internal computer components.,C,"The text defines a 'bus' as a 'Communication system connecting computer components (CPU, I/O devices) for data/command transfer' and a 'set of wires, rigidly defined protocol'."
What is a 'daisy chain' in the context of device communication?,A secure encryption method for data transfer.,"Devices connected in a string (A to B, B to C), usually operating as a bus.",A network topology where all devices connect to a central hub.,A method for distributing power to multiple peripheral devices.,A series of parallel data lines for high-speed transfers.,B,"The text defines 'daisy chain' as 'devices connected in string (A to B, B to C), usually operates as a bus'."
Which bus type typically connects the processor-memory subsystem to fast devices in a PC bus structure?,Expansion bus,USB bus,Serial-attached SCSI (SAS) bus,PCIe bus,Parallel ATA (PATA) bus,D,The text states 'PCIe bus: connects processor-memory subsystem to fast devices'.
"In a typical PC bus structure, what is the primary function of the 'expansion bus'?",Connecting high-speed graphics cards directly to the CPU.,Providing direct access to main memory for the processor.,"Connecting slow devices such as keyboards, serial ports, and USB ports.",Managing network traffic between the computer and external networks.,Interfacing with external storage arrays in a data center.,C,"The text specifies the 'Expansion bus' 'connects slow devices (keyboard, serial, USB ports)'."
"In PCIe technology, what does a 'lane' consist of?",A single wire for unidirectional data flow.,Two signaling pairs (receive/transmit) enabling a full-duplex byte stream.,A shared channel for multiple devices to transmit data sequentially.,A dedicated power line for peripheral components.,A software-defined pathway for data packets.,B,"The text states a 'Lane: two signaling pairs (receive/transmit), full-duplex byte stream'."
"According to the text, what does 'PCIe gen3 x8' signify about the bus's capabilities?","It is the 3rd generation of PCIe, operating at 8 MB/s throughput.","It is the 3rd generation of PCIe, utilizing 8 lanes for a total throughput of 8 GB/s.","It is the 3rd generation of PCIe, with an 8-bit data packet format.","It is the 3rd generation of PCIe, offering 8 Gigabits per second per lane.","It is the 3rd generation of PCIe, with a maximum of 8 physical links.",B,"The text provides the example 'PCIe gen3 x8: 8 GB/s throughput', indicating 'x8' refers to 8 lanes."
What is a 'controller' in the context of I/O hardware?,A software driver that manages device operations.,"An electronic component that operates a port, bus, or device.",A physical cable connecting two devices in a daisy chain.,A memory unit used for buffering I/O data temporarily.,A diagnostic tool for identifying I/O hardware faults.,B,"The text defines 'Controller' as 'electronics operating a port, bus, or device'."
What is a 'host bus adapter (HBA)' primarily used for?,Boosting network signal strength for wireless devices.,Connecting a CPU directly to high-speed memory modules.,Acting as a complex device controller installed in a host bus port for device connection.,Regulating power supply to internal computer components.,Optimizing CPU scheduling for I/O-bound tasks.,C,"The text describes an HBA as a 'Device controller installed in host bus port for device connection', often complex like a Fibre Channel bus controller."
Which of the following tasks is specifically mentioned as being implemented by a disk controller?,Managing operating system boot processes.,Implementing network routing protocols for internet access.,"Bad-sector mapping, prefetching, buffering, and caching.",Allocating CPU time to various user applications.,Translating virtual memory addresses to physical addresses.,C,"The text states, 'Disk controller: implements disk-side protocol (SAS, SATA), microcode, processor for tasks (bad-sector mapping, prefetching, buffering, caching)'."
What is 'memory-mapped I/O'?,A technique where I/O devices have their own dedicated processor cores.,A method where device-control registers are mapped into the processor's address space.,A system where all I/O operations are handled exclusively by special I/O instructions.,A type of memory optimized solely for I/O operations.,A process of caching I/O data in dedicated buffer memory.,B,The text defines 'memory-mapped I/O' as a 'Device I/O method where device-control registers map into processor address space'.
