Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Under what circumstances does deadlock occur?,If any one of the four necessary conditions holds.,Only if the mutual exclusion and no preemption conditions hold.,If all four necessary conditions hold simultaneously.,When a thread requests resources in increasing order of enumeration.,If resources are allocated but remain unused for long periods.,C,The text states: 'Deadlock occurs if all four necessary conditions hold.'
What is the primary goal of deadlock prevention?,To detect deadlocks quickly and recover from them.,To ensure that at least one of the necessary conditions for deadlock cannot hold.,To allow threads to request resources only when they are holding none.,To predefine a safe sequence for resource allocation.,To maximize resource utilization and prevent starvation.,B,The text states: 'Prevent deadlock by ensuring at least one condition cannot hold.' The glossary also defines 'deadlock prevention' as 'A set of methods intended to ensure that at least one of the necessary conditions for deadlock cannot hold.'
"Which type of resource, due to its nature, cannot be involved in a deadlock because it does not require mutual exclusion?",Mutex locks,Semaphores,CPU registers,Read-only files,Database transactions,D,"The text states: 'Sharable resources (e.g., read-only files) do not require mutual exclusion, thus cannot be involved in deadlock.'"
Why is denying the mutual-exclusion condition generally not a viable strategy for preventing deadlocks?,It leads to low resource utilization.,It causes threads to wait indefinitely for popular resources.,"Some resources are intrinsically nonsharable, like mutex locks.","It only prevents circular wait, not other conditions.",It requires threads to release all current resources before requesting more.,C,"The text states: 'Cannot generally prevent deadlocks by denying mutual-exclusion, as some resources are intrinsically nonsharable (e.g., mutex locks).'"
What is Protocol 1 for preventing the 'hold and wait' condition?,Threads must release all current resources before requesting more.,Threads must request and allocate all resources before execution begins.,Threads' currently held resources are preempted if a new request must wait.,Threads are required to request resources in an increasing order of enumeration.,The operating system denies requests if they lead to an unsafe state.,B,The text describes Protocol 1 for hold-and-wait prevention as: 'Thread requests/allocates all resources before execution.'
Which of the following describes Protocol 2 for preventing the 'hold and wait' condition?,A thread acquires all necessary resources in a single atomic operation.,A thread may request resources only when it is not holding any other resources.,"If a thread cannot get a requested resource, it releases all held resources and tries again.",Resources are preempted from a waiting thread and allocated to a requesting thread.,Resources are allocated based on a predefined hierarchical ordering.,B,The text describes Protocol 2 for hold-and-wait prevention as: 'Thread requests resources only when holding none. Must release all current resources before requesting more.'
What is a common disadvantage of both protocols designed to prevent the 'hold and wait' condition?,Increased system overhead due to frequent preemption.,High resource utilization as resources are quickly released.,"Low resource utilization, as resources may be allocated but unused for long periods.",Inability to apply to sharable resources.,Complexity in imposing a total ordering of resource types.,C,The text lists 'Low resource utilization: resources allocated but unused for long periods' as a disadvantage of both hold-and-wait protocols.
Another disadvantage common to both 'hold and wait' prevention protocols is:,They require mutual exclusion to be denied.,They are impractical for static resource allocation.,They lead to an increase in deadlocks.,"Starvation is possible, where a thread waits indefinitely for popular resources.",They are only applicable to mutex locks and semaphores.,D,The text lists 'Starvation possible: thread waits indefinitely for popular resources' as a disadvantage of both hold-and-wait protocols.
"In one protocol to prevent 'no preemption', what happens if a thread requests a resource and must wait?",The thread's request is immediately denied to prevent deadlock.,All resources currently held by that thread are preempted (implicitly released).,The thread is put into a queue and waits for all its requested resources to become available without releasing any current ones.,The operating system checks if other threads can release resources to satisfy the request.,The thread is immediately terminated to free up resources.,B,"Protocol 1 for no-preemption states: 'If thread requests resource and must wait, all currently held resources are preempted (implicitly released).'"
Which type of resources are often suitable for implementing deadlock prevention protocols based on 'no preemption'?,Mutex locks and semaphores,"Resources whose state cannot be saved or restored, like printers.","Resources whose state can be saved and restored, such as CPU registers or database transactions.",Sharable resources like read-only files.,Network connections that are continuously in use.,C,"The text states that no-preemption protocols are 'Often applied to resources whose state can be saved/restored (e.g., CPU registers, database transactions).'"
