Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Which of the following is a side effect of deadlock prevention mechanisms?,Increased system throughput,Higher device utilization,Reduced system throughput,Elimination of all resource request errors,Automatic detection of unsafe states,C,"Deadlock prevention limits how requests are made, which can lead to side effects such as low device utilization and reduced system throughput."
What additional information does a deadlock-avoidance algorithm typically require compared to deadlock prevention?,The current CPU utilization of each thread,A priori knowledge of the maximum resources each thread may need,The history of all resource requests made by threads,The priority level of each thread,The total number of threads currently in the system,B,"Deadlock avoidance requires additional information, specifically that the system needs to know the maximum resources each thread may need (a priori information)."
What is the primary goal of a deadlock-avoidance algorithm regarding the resource-allocation state?,To maximize device utilization regardless of deadlock potential,To ensure that all resource requests are immediately granted,To dynamically examine the resource-allocation state to prevent circular-wait,To convert all request edges into assignment edges,To reduce the complexity of resource allocation to O(n) operations,C,"A deadlock-avoidance algorithm dynamically examines the resource-allocation state to prevent circular-wait, which is a necessary condition for deadlock."
How is the resource-allocation state defined in the context of deadlock avoidance?,By the number of active threads and their priorities,By the amount of free memory and disk space,"By the available and allocated resources, and the maximum demands of each thread",By the historical success rate of resource requests,By the total system uptime and number of system calls,C,"The resource-allocation state is defined by the available and allocated resources, and the maximum demands of each thread."
What characterizes a 'safe state' in deadlock avoidance?,A state where no thread is currently holding any resources.,A state where the system can allocate resources to each thread (up to its maximum) in some order and avoid deadlock.,A state where all resource requests are immediately denied to prevent future issues.,A state where the system has detected a cycle in its resource-allocation graph.,A state where no new threads are allowed to enter the system.,B,A state is safe if the system can allocate resources to each thread (up to its maximum) in some order and avoid deadlock.
When is a system considered to be in a 'safe state'?,Only when no threads are currently executing.,If a safe sequence of threads exists.,If the current resource utilization is below 50%.,If no new resource requests have been made in the last minute.,If the system has sufficient memory to run all processes simultaneously.,B,A system is safe if a safe sequence exists.
"What defines a 'safe sequence' $<T_1, T_2, \dots, T_n>$?",Each $T_i$ finishes execution before $T_{i+1}$ begins.,"For each $T_i$, its resource requests can be met by currently available resources plus resources held by all $T_j$ where $j < i$.",All $T_i$ have exactly the same resource needs.,"The sequence is ordered by thread priority, from highest to lowest.",No thread in the sequence ever makes a resource request.,B,"A safe sequence is one where for each $T_i$, its resource requests can be met by currently available resources plus resources held by all $T_j$ where $j < i$."
"Which statement accurately describes the relationship between safe, unsafe, and deadlocked states?",All unsafe states are deadlocks.,A deadlocked state can be a safe state.,"A safe state is not deadlocked, and a deadlocked state is unsafe.",Unsafe states always lead to deadlock.,Only safe states can experience deadlocks.,C,"A safe state is not deadlocked; a deadlocked state is unsafe. While not all unsafe states are deadlocks, unsafe states may lead to deadlock."
"In an unsafe state, who or what controls whether a deadlock occurs?","The operating system, by enforcing strict resource limits.","The system administrator, by manually reallocating resources.","The thread behavior, as the OS cannot prevent deadlocks.",External hardware controllers.,"The resource-allocation-graph algorithm, which automatically resolves cycles.",C,"In an unsafe state, the OS cannot prevent deadlocks; thread behavior controls unsafe states."
The Resource-Allocation-Graph algorithm for deadlock avoidance is applicable to systems with:,Multiple instances of each resource type.,Only one instance of each resource type.,Only two resource types in total.,An unlimited number of resources.,Resources that are never released.,B,The Resource-Allocation-Graph algorithm is specifically for systems with only one instance of each resource type.
