Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
How does the Linux operating system manage virtual memory?,By allocating fixed-size partitions to processes.,Through a segmentation-only approach.,Using demand paging.,With a pure swapping mechanism.,Primarily via static memory allocation.,C,The text states that 'Linux manages virtual memory using demand paging.'
From which source does Linux allocate pages for virtual memory management?,A dedicated swap partition only.,A dynamically growing heap segment.,A list of free frames.,Pre-allocated contiguous memory blocks.,The user-space memory pool directly.,C,Linux 'Allocates pages from a list of free frames.'
What kind of global page-replacement policy does Linux implement?,"First-In, First-Out (FIFO) with a global scope.",Optimal Page Replacement Algorithm.,Least Recently Used (LRU) with exact tracking.,A global LRU-approximation clock algorithm (second-chance).,Most Frequently Used (MFU) across all processes.,D,Linux uses a 'Global page-replacement policy: similar to LRU-approximation clock algorithm (second-chance).'
Which two page lists does the Linux kernel maintain for virtual memory management?,kernel_list and user_list,read_list and write_list,active_list and inactive_list,cache_list and buffer_list,primary_list and secondary_list,C,Linux 'Maintains two page lists: active_list and inactive_list.'
"In Linux, what kind of pages are considered to be in use and are held in the `active_list`?",Pages that are currently being written to secondary storage.,Pages that have not been referenced recently and are candidates for reclamation.,Pages considered in use.,Pages that store kernel internal data structures only.,Pages reserved for future allocations.,C,The `active_list` holds 'pages considered in use.'
What is the primary purpose of the `inactive_list` in Linux's virtual memory management?,To store pages that are part of the kernel's critical working set.,To hold pages that are not recently referenced and are eligible for reclamation.,To buffer pages before they are moved to the `active_list`.,To maintain a history of all page faults.,To temporarily store pages that have been swapped out.,B,"The `inactive_list` contains 'pages not recently referenced, eligible for reclamation.'"
What is the function of the 'accessed' bit for a page in Linux's virtual memory management?,It indicates if the page has been modified since it was last written to disk.,It controls read/write permissions for the page.,It is set when the page is referenced.,It marks the page as exclusively for kernel use.,It signifies that the page is currently being swapped out.,C,Each page has an 'accessed' bit (set when referenced).
"When a page is first allocated in Linux, what happens to its `accessed` bit and its placement in the page lists?","The `accessed` bit is cleared, and it's added to the front of the `inactive_list`.","The `accessed` bit is set, and it's added to the rear of the `active_list`.","The `accessed` bit is set, and it's added to the front of the `active_list`.","The `accessed` bit is cleared, and it's added to the rear of the `inactive_list`.","The `accessed` bit remains unchanged, and it's placed in a separate allocation queue.",B,"When 'Page first allocated: accessed bit set, added to rear of active_list.'"
"If a page that is already in the `active_list` in Linux is referenced again, what is the effect on that page?","Its `accessed` bit is cleared, and it moves to the front of the list.",It immediately migrates to the `inactive_list`.,"Its `accessed` bit is set, and it moves to the rear of the list.","Its `accessed` bit is set, but its position in the list remains unchanged.",It triggers a page-out operation.,C,"If a 'Page in active_list referenced: accessed bit set, moves to rear of list.'"
What periodic action does Linux perform on the `accessed` bits of pages located in the `active_list`?,They are inverted.,They are reset.,They are copied to a separate log.,They are randomly toggled.,They are permanently locked.,B,Periodically: 'accessed bits for pages in active_list reset.'
