Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the fundamental characteristic of virtual memory?,It is a hardware component that caches frequently accessed data.,It directly expands the physical RAM capacity of a system.,It abstracts physical memory into an extremely large uniform array of storage.,It is a software layer that eliminates the need for physical memory.,It manages CPU scheduling and process prioritization.,C,Virtual memory is defined as abstracting physical memory into an 'extremely large uniform array of storage'.
Which of the following is a key benefit provided by virtual memory?,Programs must be entirely loaded into physical memory before execution.,It restricts processes from sharing memory for security reasons.,It enables a program to be larger than the available physical memory.,It eliminates the need for any form of backing store for program data.,It solely focuses on optimizing disk I/O operations.,C,One of the listed benefits of virtual memory is that 'Program can be larger than physical memory'.
How does virtual memory impact the requirement for a program to be fully in memory?,It ensures the entire program is always resident in memory.,"It requires the program to be entirely in memory, but in a compressed format.",It means the program does not need to be entirely in memory to execute.,"It forces the program to be split into multiple smaller, independent executables.","It only loads the program's data segments, leaving code on disk.",C,A stated benefit is that 'Program does not need to be entirely in memory'.
"From the perspective of processes, what is a benefit facilitated by virtual memory?",Processes are completely isolated and cannot communicate or share resources.,Processes can share memory with each other.,Processes are forced to use only contiguous blocks of physical memory.,Processes can only access memory allocated to the kernel.,Processes are always allocated the same fixed amount of memory.,B,The text lists 'Processes can share memory' as a benefit of virtual memory.
In what way does virtual memory contribute to process creation?,It makes process creation more complex and time-consuming.,It allows processes to be created more efficiently.,It eliminates the need for distinct address spaces for new processes.,It requires manual memory mapping for every new process.,It restricts the number of concurrently active processes.,B,A benefit mentioned is that 'Processes can be created more efficiently'.
What is the core principle behind 'demand paging'?,All pages for a program are pre-loaded into memory before execution.,Pages are loaded into memory only when they are explicitly requested by the user.,Pages are loaded into memory only when they are demanded during program execution.,Pages are loaded based on a predictive algorithm to anticipate future needs.,"Pages are never loaded into memory; instead, they are accessed directly from backing store.",C,Demand paging is defined as 'pages loaded only when demanded during program execution'.
What is a direct consequence of using demand paging?,All pages of a program will eventually be loaded into memory.,Pages that are never demanded during execution are never loaded into memory.,The system experiences an increased number of page faults for all page accesses.,Programs must be designed to fit entirely within physical memory.,Memory access becomes significantly slower due to constant disk I/O.,B,"The text states, 'Pages never demanded are never loaded,' which is a direct consequence of demand paging."
When does a 'page fault' occur?,When a page is successfully written back to the backing store.,When a program attempts to access a page that is not currently in memory.,When the operating system is unable to allocate more physical memory.,When a program tries to access a memory location outside its allowed range.,When a new process is created and requires memory allocation.,B,A page fault 'occurs when page not in memory is accessed'.
"Upon the occurrence of a page fault, what is the required action from the system?",The process that caused the fault is immediately terminated.,The page is marked as invalid and becomes inaccessible.,The page must be brought from the backing store into an available page frame.,All other pages in memory are reloaded to prevent further faults.,The system attempts to compress the faulting page to fit it into memory.,C,"The text indicates that when a page fault occurs, the 'Page must be brought from backing store into available page frame'."
Which statement accurately describes the initial state when 'copy-on-write' is used for a child process?,The child process receives an entirely separate and independent copy of the parent's memory space.,The child process shares the same address space as the parent.,"The child process can only execute code from the parent, not its own data.","The parent process's memory is locked, preventing any modification by the child.",The child process immediately copies all read-only pages from the parent.,B,Copy-on-write specifies that 'child process shares same address space as parent'.
