Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary characteristic of 'demand paging' as an alternative to loading an entire program into physical memory?,It preloads all program pages into physical memory before execution begins.,It loads pages into memory only when they are accessed or 'demanded' during execution.,"It stores the entire program exclusively in secondary storage, eliminating the need for physical memory.","It loads only the kernel's pages into physical memory, leaving user programs in swap space.",It continuously swaps all program pages between physical memory and cache memory.,B,"Demand paging is defined as loading pages into memory only when they are 'demanded' or accessed during execution, leading to more efficient memory use."
What common problem with traditional program loading does demand paging aim to solve?,The inability to execute programs larger than physical memory.,The high cost of CPU registers required for program execution.,The inefficiency of loading an entire program into memory when only parts may be immediately needed.,The difficulty in synchronizing multiple processes accessing the same memory region.,The lack of hardware support for memory address translation.,C,"The text states that the problem with loading an entire program is that 'May not need entire program initially (e.g., unselected options)', which demand paging addresses by loading pages only as needed."
"In a system utilizing demand paging, what happens to pages of a program that are never accessed during its execution?",They are loaded into physical memory at the start and then immediately swapped out.,They remain in secondary storage and are never loaded into physical memory.,They are marked as valid but are not available for use.,They are moved to a special cache for future use in subsequent executions.,They are discarded from secondary storage to free up space.,B,"A key characteristic of demand paging is that 'Unaccessed pages never loaded into physical memory', contributing to efficient memory use."
Which hardware support is essential for demand paging to distinguish between pages residing in physical memory and those in secondary storage?,A dedicated high-speed cache controller.,A specialized CPU register for virtual address translation.,A valid-invalid bit scheme within the page table.,Direct Memory Access (DMA) controllers for all I/O operations.,A network interface card for remote memory access.,C,The text explicitly states: 'Hardware support needed to distinguish: valid-invalid bit scheme.'
"In the context of demand paging's valid-invalid bit scheme, what does a 'valid bit' set in a page-table entry signify?",The page is legal but currently located in secondary storage.,The page is illegal and cannot be accessed by the process.,The page is legal and currently resides in physical memory.,The page has been modified since it was loaded into memory.,The page is protected from write access.,C,The text defines a 'Valid bit' as indicating that 'page legal and in memory'.
Under what condition would a page-table entry typically be marked with an 'invalid bit' in a demand paging system?,The page is actively being used by the CPU.,The page is part of the process's logical address space but is currently in secondary storage.,The page is designated as read-only.,The page is legal and currently in physical memory but awaiting a security scan.,The page is being transferred to a different process.,B,An 'Invalid bit' indicates that 'page not valid (not in logical address space) or valid but in secondary storage'.
What specific event occurs when a process attempts to access a page that is marked as invalid in its page table (assuming the access is for a valid part of its logical address space)?,A memory access violation leading to immediate process termination.,"A cache hit, retrieving the data from the CPU cache.","A 'page fault', triggering a specific handling procedure.",A successful read operation from physical memory.,"A segmentation fault, indicating an illegal memory address.",C,The text states: 'Access to invalid page -> page fault'.
What is the immediate consequence of a page fault occurring during program execution?,The process immediately suspends all operations until the page is loaded.,"A trap is generated, transferring control to the operating system.",The system automatically reboots to clear the memory error.,The CPU attempts to re-read the instruction multiple times.,All other processes are terminated to free up memory.,B,The text states: 'Page fault causes trap to OS'.
"According to the provided text, what is the very first step the operating system performs when it receives a trap due to a page fault?",It finds a free frame in physical memory to load the missing page.,It schedules an I/O operation to read the page from secondary storage.,It checks an internal table (like the process control block) to determine if the memory access was valid or truly invalid.,It restarts the instruction that caused the page fault.,It updates the page table entry to mark the page as valid.,C,The first step in the 'Page fault handling procedure' is 'Check internal table (process control block) for valid/invalid memory access'.
"During the page fault handling procedure, if the operating system determines that the memory access was genuinely invalid (i.e., not within the process's logical address space), what action does it take?",It attempts to load the page from a different secondary storage device.,It terminates the process that caused the invalid access.,"It allocates a new, larger free frame and retries the access.",It marks the page as 'dirty' and attempts to write it to swap space.,It requests user input on how to proceed.,B,"Step 2 of the page fault handling procedure states: 'If invalid, terminate process'."
What is the final action performed by the operating system after successfully handling a page fault and loading the required page into memory?,It broadcasts a notification to all other running processes.,It increments a counter for total page faults.,It deallocates the free frame used for the page.,"It restarts the interrupted instruction, allowing the process to continue as if no fault occurred.",It scans the entire page table for consistency errors.,D,The final step (6) is 'Restart interrupted instruction; process accesses page as if always in memory'.
Which of the following best describes 'pure demand paging'?,A system where the operating system preloads all executable code into memory at startup.,"A demand paging system where a process starts execution with no pages in memory, and page faults occur for every page needed.",A paging system that never uses secondary storage for any pages.,"A system designed exclusively for running small, self-contained programs.","A method where pages are loaded into memory based on a fixed schedule, not on demand.",B,The text defines 'Pure demand paging' as: 'start process with no pages in memory; fault for pages as needed'.
Why does the phenomenon of 'locality of reference' contribute to reasonable performance in demand paging systems?,It ensures that all program pages are always present in physical memory.,"It means processes tend to reference memory in clustered patterns, reducing the overall page-fault rate.","It allows the system to predict exactly which pages will be needed next, eliminating page faults.",It speeds up the process of transferring pages from secondary storage.,"It eliminates the need for a page table, simplifying memory management.",B,"The text states: 'Programs tend to have locality of reference -> reasonable demand paging performance.' The glossary further explains locality of reference as 'Tendency of processes to reference memory in patterns, not randomly,' which leads to fewer page faults over time."
What is the primary function of 'secondary memory' (also known as swap device or swap space) in the context of demand paging?,To act as a high-speed cache for frequently accessed data.,To store the operating system kernel and its modules permanently.,To hold pages that are part of a process's logical address space but are not currently resident in main memory.,To serve as the primary storage for all executing program instructions.,To manage the allocation of physical memory frames.,C,"The text specifies: 'Secondary memory: holds non-main-memory pages (swap device, swap space)'."
"What crucial capability must a system possess for demand paging to function correctly, particularly after a page fault?",The ability to discard all unsaved process data upon a page fault.,The ability to compress all memory contents to prevent page faults.,"The ability to restart any interrupted instruction from the exact point of interruption, with the required page now in memory.",The ability to run multiple copies of the same program simultaneously without interference.,The ability to disable virtual memory for critical operations.,C,"The text highlights this as a 'Crucial requirement: ability to restart any instruction after page fault. ...Restart process in exact same place/state, with desired page in memory'."
"What challenge do instructions that modify multiple memory locations (e.g., IBM System 360/370 MVC) pose for demand paging, and what is one described solution?",They can cause data corruption if a page fault occurs mid-instruction; a solution is to make all pages read-only.,They might partially modify data before a page fault occurs; one solution involves microcode accessing both ends of blocks before modification.,They are inherently incompatible with demand paging; the solution is to use simpler instruction sets.,They lead to an infinite loop if a page fault happens; the solution is to increase CPU clock speed.,They require all memory to be non-paged; the solution is to use direct physical addressing.,B,"The text discusses the 'Difficulty: instructions modifying multiple locations' and offers 'Solution 1: Microcode accesses both ends of blocks before modification; if fault, happens before modification'."
To what extent should the underlying paging mechanism be visible or exposed to the running processes?,"It should be fully visible, allowing processes to manage their own paging.","It should be partially visible, providing hints for performance optimization.",It should be completely transparent to the process.,It should only be visible to the process when a page fault occurs.,"It should be managed by a separate, user-level daemon.",C,The text explicitly states: 'Paging should be transparent to process'.
What is the primary role of the 'free-frame list' maintained by the operating system?,To track pages that are currently resident in secondary storage.,"To serve as a pool of available physical memory frames for page faults and segment expansion (e.g., stack/heap).",To store information about all active processes in the system.,To manage the allocation of virtual address space to processes.,To log all memory access attempts for debugging purposes.,B,The text describes: 'OS maintains free-frame list: pool of free frames for page faults. Free frames also allocated for stack/heap segment expansion'.
"What security-related practice, known as 'zero-fill-on-demand,' is commonly used by operating systems when allocating free frames?",Encrypting the contents of the memory frame before allocation.,"Writing zeros into a page before making it available to a process, to prevent information leakage.",Compressing the page content to reduce its memory footprint.,Storing only zero-initialized data on demand.,Deallocating memory frames immediately after they are used.,B,The text states: 'Most OS use zero-fill-on-demand: frames 'zeroed-out' before allocation (security)'.
"At system startup, what is the initial state of the 'free-frame list'?","It is empty, and frames are added only as they become available from terminated processes.","It contains a small, fixed number of frames reserved for the kernel.",All available physical memory is initially placed on the free-frame list.,It contains a copy of the entire swap space content.,It dynamically grows and shrinks based on immediate memory demands.,C,The text specifies: 'System startup: all available memory on free-frame list'.
How does demand paging significantly impact system performance?,It always drastically improves performance by keeping all necessary data in cache.,"It has negligible impact on performance, primarily affecting memory utilization.","It can significantly affect performance, requiring a very low page-fault rate to be efficient.",It slows down performance only if the system has an abundance of physical memory.,It only impacts performance during the initial loading phase of a program.,C,The text states: 'Demand paging significantly affects performance.' and 'Low page-fault rate crucial for demand-paging performance'.
