Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary issue addressed by the allocation of frames in an operating system?,How to distribute fixed free memory among competing processes.,How to determine the optimal size of a page for a process.,How to manage virtual memory addresses efficiently.,How to prevent deadlocks in memory access for frames.,How to reclaim memory from terminated processes only.,A,The text states the allocation issue is 'how to allocate fixed free memory among processes'.
"In a system with 128 frames where the operating system initially uses 35 frames, how many frames are typically placed on the free-frame list for user processes under a pure demand paging system?",128 frames,35 frames,93 frames,0 frames,"An unspecified number, depending on immediate demand.",C,"The example given is 128 total frames, OS takes 35, leaving 93 for user processes on the free-frame list."
"Under a pure demand paging system, what action is taken when a process experiences a page fault and free frames are available?",The process is immediately terminated.,A page-replacement algorithm is invoked.,The system allocates a free frame from the free-frame list.,The operating system takes frames from other processes.,The page is loaded from cache memory.,C,The text states that 'Page faults get free frames' from the free-frame list.
What mechanism is invoked if the free-frame list becomes exhausted when a page fault occurs?,The operating system panics and restarts.,A page-replacement algorithm is used to free a frame.,All user processes are temporarily suspended.,New frames are dynamically allocated from physical disk.,The process waits indefinitely for memory.,B,The text states: 'List exhausted → page-replacement algorithm used'.
"When a process terminates, what typically happens to the frames that were allocated to it?",They remain allocated to the process in case it restarts.,They are immediately zeroed out for security purposes.,They are returned to the free-frame list for reuse.,They are added to a special reserved pool for the OS.,They are swapped out to backing store.,C,The text states: 'Process terminates → frames back to free-frame list'.
"In some systems, the OS allocates buffer or table space from the free-frame list. How can this space be utilized when not in use by the OS?",It can be permanently locked for future OS use.,It is immediately returned to the backing store.,It can be used for user paging.,It must remain unused to prevent OS performance degradation.,It is converted into swap space.,C,The text mentions this variation: 'OS allocates buffer/table space from free-frame list (can be used for user paging when not in use)'.
A common variation in frame allocation strategy involves keeping a small number of free frames reserved. For what primary purpose are these reserved frames used?,To be immediately available for kernel operations only.,To ensure system security by holding critical data.,To quickly satisfy a page fault while a replacement frame is being selected.,To act as a buffer for network I/O operations.,To store frequently accessed system libraries.,C,"The text states: 'Keep 3 free frames reserved: free frame for page fault, replacement selected during swap'."
What is considered the basic strategy for allocating frames to a user process?,Allocating frames based on the process's priority.,Allocating frames proportionally to the process's size.,Allocating frames in a round-robin fashion.,Allocating any available free frame.,Allocating frames only from a dedicated user partition.,D,The text describes this as the 'Basic strategy: user process allocated any free frame'.
Which of the following is a constraint on frame allocation that prevents a process from acquiring too much memory?,"It must not exceed the total available frames, unless page sharing is involved.",It must be an even number of frames.,It cannot be less than the process's virtual memory size.,It is limited by the number of CPU cores available.,It must always be less than 10 frames per process.,A,One constraint listed is: 'Cannot exceed total available frames (unless page sharing)'.
"Besides not exceeding total available frames, what other fundamental constraint applies to the number of frames allocated to a process?",It must be an odd number to prevent alignment issues.,It must allocate at least a minimum number of frames for correct execution.,It must be divisible by the number of active CPUs.,It cannot be less than 100 frames for any user process.,It must be equal to the number of processes in the system.,B,The text states: 'Must allocate at least a minimum number of frames'.
What is a direct consequence of allocating fewer frames to a process for its execution?,Decreased page-fault rate and faster execution.,Higher page-fault rate and slower execution.,Increased system throughput and better resource utilization.,Reduced CPU utilization but improved I/O performance.,No significant impact on performance.,B,"The text states: 'Fewer frames → higher page-fault rate, slower execution'."
Why might an instruction need to be restarted if a page fault occurs during its execution?,The instruction's opcode itself was paged out.,The page fault occurred before the instruction could fully complete its operation.,The CPU cache was invalidated due to the fault.,The operating system always restarts processes after any page fault.,It's a security measure to prevent data corruption.,B,The text states: 'Page fault before instruction complete → instruction restart'.
What criterion must be met regarding frame allocation to ensure an instruction can complete without causing an immediate page fault?,The process must have access to all physical memory.,Enough frames must be allocated to hold all pages that the instruction can reference during its execution.,Only one frame is ever needed per instruction.,All instructions must be non-memory-referencing.,The instruction must be stored entirely in cache memory.,B,The text highlights the need for 'enough frames for all pages an instruction can reference'.
"For a single memory-reference instruction, what is the typical minimum number of frames required for a process to execute it?",One frame for the instruction.,One frame for the memory reference.,Two frames: one for the instruction and one for the memory reference.,Three frames for robustness.,"Zero frames, as instructions are executed directly by the CPU.",C,"The example given is: 'Single memory-reference instruction → 1 frame for instruction, 1 for memory reference'."
How many frames are considered the minimum necessary for a process that uses one-level indirect addressing?,One frame.,Two frames.,At least three frames.,Four frames.,Five frames.,C,The text specifies: 'One-level indirect addressing → at least 3 frames per process'.
What primarily defines the minimum number of frames that must be allocated to a process?,The current system load.,The size of the process's data segment.,The computer architecture.,The user's preference settings.,The number of concurrent processes.,C,The text explicitly states: 'Minimum frames defined by computer architecture'.
"According to the text, how many frames might be required for a complex instruction like a 'move instruction straddling two frames with two indirect operands'?",Two frames.,Three frames.,Four frames.,Six frames.,Eight frames.,D,"The example provided is: 'move instruction straddling two frames, two indirect operands → 6 frames'."
What characteristic of Intel architectures typically limits the minimum number of frames required for a process?,Their reliance on large CPU caches.,Their support for only register-to-register or memory-to-register operations.,Their use of a 64-bit address space.,Their strict adherence to the FIFO page replacement algorithm.,Their specialized hardware for handling page faults.,B,"The text states: 'Intel architectures: register-to-register/memory only, limits minimum frames'."
What ultimately defines the maximum number of frames that can be allocated in a system?,The operating system's kernel size.,The total available physical memory.,The number of active user processes.,The speed of the CPU.,The size of the swap space.,B,The text states: 'Maximum frames: defined by available physical memory'.
Which frame allocation method assigns an equal share of available frames to all requesting processes?,Proportional allocation.,Priority allocation.,Demand paging.,Equal allocation.,Local allocation.,D,"The glossary defines 'equal allocation' as assigning 'equal amounts of a resource to all requestors; in virtual memory, equal frames to each process'."
"If a system has 93 user frames available and 5 processes are running, how would frames be distributed using equal allocation, and how many would be leftover for purposes like a buffer?","20 frames each, 0 leftover.","15 frames each, 18 leftover.","18 frames each, 3 leftover.","93 frames to one process, 0 leftover for others.",Varies based on process priority.,C,"The example given is: '93 frames, 5 processes → 18 frames each, 3 leftover for buffer'."
What is a significant drawback of using equal allocation when processes have vastly different memory requirements?,It always results in system thrashing.,It favors large processes over small ones.,It can lead to wasted frames for processes with smaller memory needs.,It requires more complex scheduling algorithms.,It increases the likelihood of major page faults.,C,The text explains: 'Equal allocation (31 each) wastes frames for student process' if one is 10KB and another 127KB.
Which frame allocation method assigns page frames to processes based on their virtual memory size or 'needs'?,Equal allocation.,Proportional allocation.,Dynamic allocation.,Static allocation.,Threshold allocation.,B,The glossary defines 'proportional allocation' as assigning 'page frames in proportion to process size'.
"In proportional allocation, if $s_i$ is the virtual memory size of process $p_i$, $S$ is the total virtual memory size of all processes, and $m$ is the total available frames, which formula approximates the number of frames $a_i$ allocated to process $p_i$?",$a_i = s_i + m$,$a_i = (s_i / m) 	imes S$,$a_i \approx (s_i / S) 	imes m$,$a_i = S / s_i$,$a_i = m - s_i$,C,The text provides the formula: '$a_i \approx (s_i/S) 	imes m$ frames to $p_i$'.
"When applying proportional allocation, what are the crucial constraints on the calculated number of frames ($a_i$) for each process?","It must be a floating-point number, greater than total frames, and sum to exactly $m$.","It must be an integer, greater than minimum frames, and their sum must be less than or equal to $m$.","It must be a prime number, exactly equal to minimum frames, and sum to $S$.","It must be a multiple of 2, less than minimum frames, and sum to $s_i$.","It can be any positive number, ignoring minimum frames, and sum to more than $m$ if needed.",B,"The text states: '$a_i$ must be integer, greater than minimum frames, sum $\le m$'."
"Consider a system with 62 available frames. If one process has 10 virtual pages and another has 127 virtual pages (total 137 pages), approximately how many frames would the process with 10 virtual pages receive under proportional allocation?",10 frames,57 frames,31 frames,4 frames,1 frame,D,The calculation provided is: '(10/137) × 62 ≈ 4 frames'.
How does an increased level of multiprogramming generally affect the number of frames allocated to individual processes?,Processes gain more frames.,Processes lose frames.,The number of frames per process remains constant.,Frames are swapped to disk more frequently.,Only kernel processes are affected.,B,The text states: 'Increased level → processes lose frames'.
