Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is a primary consequence of the emergence of multicore systems in application development?,Decreased demand for concurrent applications.,Reduced risk of race conditions and liveness hazards.,Increased pressure to develop concurrent applications.,Simplification of traditional mutex lock implementation.,Elimination of the need for process synchronization techniques.,C,The text states that the 'Emergence of multicore systems: increased pressure to develop concurrent applications.'
Which of the following hazards are specifically mentioned as increasing with the development of concurrent applications?,Memory leaks and buffer overflows.,"Race conditions and liveness hazards (e.g., deadlock).",Compilation errors and runtime exceptions.,Performance bottlenecks due to single-threaded execution.,Stack overflow and heap corruption.,B,"The text indicates that 'Concurrent applications: increased risk of race conditions and liveness hazards (e.g., deadlock).'"
Which of the following are traditionally used to address synchronization issues in concurrent applications?,"Compiler optimizations, garbage collectors, and JIT compilers.","Message queues, remote procedure calls, and distributed transactions.","Mutex locks, semaphores, and monitors.","Virtual memory, paging, and swapping.","Network protocols, firewalls, and encryption algorithms.",C,"The text states, 'Traditionally: mutex locks, semaphores, monitors used to address these.'"
"According to the text, what is the core definition of a 'memory transaction'?",A financial operation involving data exchange between two memory banks.,A sequence of memory read-write operations that are atomic.,A process of encrypting and decrypting data stored in memory.,A method for allocating and deallocating memory blocks dynamically.,A mechanism for virtual memory management.,B,The text defines 'memory transaction' as a 'sequence of memory read-write operations that are atomic.'
"In transactional memory, what happens if all operations within a memory transaction successfully complete?",The operations are aborted and rolled back.,The system generates a fatal error.,The transaction is committed.,The transaction enters a waiting state.,The memory is deallocated.,C,"The text states, 'If all operations complete: transaction committed.'"
What occurs in transactional memory if not all operations within a transaction complete successfully?,The transaction commits partially.,The operations are aborted and rolled back.,The system attempts to re-execute the operations indefinitely.,The memory state remains unchanged from before the transaction started.,A new transaction is automatically initiated.,B,The text specifies that 'Otherwise [if operations do not complete]: operations aborted and rolled back.'
From which field did the idea of transactional memory originate before being applied to process synchronization?,Artificial intelligence.,Network security.,Operating system kernel design.,Database theory.,Computer graphics.,D,"The text mentions, 'Idea originated in database theory, now used for process synchronization.'"
Which of the following are identified as problems with traditional locking mechanisms when designing multithreaded applications?,Increased memory usage and CPU caching issues.,Deadlock and poor scalability with increasing threads due to high contention.,Difficulty in debugging single-threaded programs.,Inability to support concurrent read access.,Limited support for object-oriented programming paradigms.,B,"The text highlights 'deadlock, poor scalability with increasing threads (high contention for lock ownership)' as problems with traditional locking."
What is the purpose of the `atomic{S}` construct in programming languages utilizing transactional memory?,To declare a block of code that is never executed.,To ensure operations in S execute as a transaction.,To mark S as a section for manual memory allocation.,To specify S as a region where race conditions are intentionally allowed.,To define S as a function that cannot be called concurrently.,B,The text states that the 'Construct `atomic{S}`: ensures operations in `S` execute as a transaction.'
One significant advantage of transactional memory over traditional locking is that atomicity is guaranteed by whom?,The application developer.,The operating system kernel.,The transactional memory system itself.,The database administrator.,"The compiler, but only with specific flags.",C,The text lists as an advantage: 'Transactional memory system (not developer) guarantees atomicity.'
"Why is deadlock not possible when using transactional memory, as described in the text?",It uses a global lock that prevents all contention.,It automatically detects and resolves deadlocks.,No locks are involved in its operation.,"It relies on a first-come, first-served scheduling policy.",It distributes memory transactions across multiple machines.,C,The text states as an advantage: 'No locks involved -> deadlock not possible.'
What capability does a transactional memory system possess regarding concurrent execution that is difficult for a programmer to manage with increasing thread counts?,Automatically generating documentation for concurrent code.,"Identifying concurrent execution of statements in atomic blocks (e.g., concurrent read access).",Optimizing network latency for distributed transactions.,Preventing all forms of resource contention automatically.,Debugging errors in single-threaded legacy code.,B,"The text notes that the 'System can identify concurrent execution of statements in atomic blocks (e.g., concurrent read access)' and that this is difficult for programmers as thread counts grow."
How is Software Transactional Memory (STM) typically implemented to manage transactions?,By requiring specialized hardware co-processors.,"By inserting instrumentation code inside transaction blocks, usually by a compiler.",By modifying the operating system kernel.,By relying solely on explicit developer-managed locks.,By using dedicated network protocols.,B,The text specifies that STM 'Works by inserting instrumentation code inside transaction blocks (by compiler).'
What is a key characteristic of Software Transactional Memory (STM) regarding hardware?,It requires modification of existing cache hierarchies.,It necessitates specialized transactional processing units.,It uses hardware cache coherency protocols exclusively.,No special hardware is needed.,It performs best on single-core processors.,D,The text states for STM: 'Implemented exclusively in software; no special hardware needed.'
What does Hardware Transactional Memory (HTM) utilize to manage and resolve conflicts for shared data in separate processors' caches?,Software-only instrumentation code.,Traditional mutex locks and semaphores.,Hardware cache hierarchies and cache coherency protocols.,Operating system-level virtual memory management.,Distributed ledger technology.,C,The text states that HTM 'Uses hardware cache hierarchies and cache coherency protocols.'
"Compared to Software Transactional Memory (STM), what is an advantage of Hardware Transactional Memory (HTM) concerning code instrumentation?",It requires extensive manual code instrumentation.,It introduces significant overhead due to complex instrumentation.,"It requires no special code instrumentation, resulting in less overhead.",It performs instrumentation at runtime only.,It uses the same instrumentation approach as STM.,C,The text indicates that HTM 'Requires no special code instrumentation (less overhead than STM).'
In what type of computing environment does OpenMP primarily support parallel programming?,Distributed memory systems.,Message-passing interface (MPI) clusters.,Shared-memory environments.,Cloud-based serverless architectures.,Single-core embedded systems.,C,The text states: 'OpenMP supports parallel programming in a shared-memory environment.'
What does OpenMP include as part of its framework for parallel programming?,A dedicated operating system and file system.,A set of compiler directives and an API.,A new programming language and runtime environment.,A hardware abstraction layer and device drivers.,A graphical user interface builder.,B,The text states OpenMP 'Includes: set of compiler directives and an API.'
What is the effect of the `#pragma omp parallel` compiler directive in OpenMP?,It causes the following code to be compiled sequentially.,"It defines the following code as a parallel region, performed by threads equal to processing cores.",It designates the following code as a critical section for exclusive access.,It explicitly instructs the developer to manage thread creation manually.,It includes an external library for network communication.,B,"The text explains that with `#pragma omp parallel`, the 'Code following this is a parallel region. Performed by number of threads equal to processing cores.'"
What is a significant advantage of OpenMP regarding thread creation and management?,It requires developers to manually create and destroy threads.,"The OpenMP library handles thread creation and management, not the application developers.","It only supports a fixed number of threads, regardless of processing cores.",It completely eliminates the need for threads in parallel applications.,It delegates thread management entirely to the operating system without any OpenMP involvement.,B,The text lists as an advantage: 'OpenMP library handles thread creation and management (not application developers' responsibility).'
What is the primary purpose of the `#pragma omp critical` compiler directive in OpenMP?,To indicate a section of code that is prone to errors.,To specify a code region as a critical section where only one thread is active at a time.,To mark a block of code for parallel execution by multiple threads.,To define a function that must be executed at a specific time.,To declare global variables for shared access.,B,The text states that `#pragma omp critical` 'Specifies code region as a critical section. Only one thread active at a time. Ensures threads do not generate race conditions.'
How does an OpenMP critical-section directive behave if a thread tries to enter it while another thread is already active within the same critical section?,The calling thread generates a runtime error.,The calling thread preempts the active thread.,"The calling thread proceeds immediately, leading to a race condition.",The calling thread blocks until the owner exits.,The critical section is automatically expanded to accommodate both threads.,D,The text states: 'If thread tries to enter when another is active (owns section): calling thread blocks until owner exits.'
What is true about multiple critical sections in OpenMP that are identified by a name?,"Only one thread can be active in any critical section, regardless of name.",A thread can be active in multiple named critical sections simultaneously.,The rule specifies only one thread active in critical section of the *same name* simultaneously.,Naming critical sections disables their synchronization properties.,Naming is purely for documentation purposes and has no functional impact.,C,The text explains: 'Multiple critical sections: each can be named; rule specifies only one thread active in critical section of same name simultaneously.'
"Despite its advantages, what responsibility still falls upon developers when using OpenMP to prevent race conditions?",They must rewrite the OpenMP library for their specific hardware.,They must manually manage thread creation and destruction.,They must still identify possible race conditions and adequately protect shared data.,They are required to use only single-threaded applications.,They must design new cache coherency protocols.,C,The text lists as disadvantages: 'Developers must still identify possible race conditions. Must adequately protect shared data using directive.'
