Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Which of the following best describes the characteristics of the Windows operating system kernel regarding synchronization?,It is a single-threaded kernel that primarily supports batch processing.,It is a multithreaded kernel that supports real-time applications and multiple processors.,It is a monolithic kernel that exclusively uses interrupt masking for all synchronization.,"It is a microkernel designed only for embedded systems, not supporting multiple processors.",It uses a non-preemptive kernel model for all thread synchronization within the kernel.,B,"The text states, ""Windows OS: multithreaded kernel, supports real-time applications and multiple processors."""
How does the Windows kernel typically protect access to global resources in single-processor systems?,By using spinlocks for all critical sections.,By implementing mutex locks at the kernel level.,By temporarily masking interrupts for all interrupt handlers that may access the resource.,By relying solely on user-mode critical-section objects.,By transitioning dispatcher objects to a nonsignaled state permanently.,C,"For single-processor systems, the text indicates the kernel 'temporarily masks interrupts for all interrupt handlers that may access the resource.'"
"In multiprocessor Windows systems, what mechanism does the kernel primarily use to protect access to global resources?",Event objects.,Semaphores.,Interrupt masking for all processors.,Spinlocks.,Critical-section objects.,D,"For multiprocessor systems, the text states, 'Kernel protects global resource access using spinlocks.'"
Which statement accurately describes the use of spinlocks within the Windows kernel on multiprocessor systems?,"Spinlocks are used for all code segments, regardless of duration.",Threads holding a spinlock are frequently preempted for fairness.,Spinlocks are exclusively used for synchronization outside the kernel.,"Spinlocks are used only for short code segments, and the kernel ensures a thread holding a spinlock is never preempted.",Spinlocks are primarily a user-mode synchronization mechanism.,D,"The text specifies, 'Spinlocks used only for short code segments' and 'Kernel ensures thread never preempted while holding a spinlock (for efficiency).'"
What is the primary mechanism used for thread synchronization outside the kernel in Windows?,Atomic integers.,Kernel-level interrupt masking.,Dispatcher objects.,Custom user-defined semaphores only.,Direct hardware register manipulation.,C,"The text states, 'Thread synchronization outside kernel: dispatcher objects.'"
Which of the following is NOT listed as a type of dispatcher object used by threads for synchronization in Windows?,Mutex locks,Semaphores,Events,Timers,Atomic variables,E,"The text lists mutex locks, semaphores, events, and timers as dispatcher objects. Atomic variables are mentioned as a Linux-specific synchronization mechanism."
What is the primary purpose of mutex locks in Windows thread synchronization?,To notify waiting threads when a specific time expires.,To function as a counter for shared resources.,To protect shared data; a thread gains ownership to access it and releases it when finished.,To act as a general-purpose condition variable for any event.,To mask interrupts during critical sections.,C,"The text defines mutex locks as protecting shared data, where a 'thread gains ownership to access, releases when finished.'"
"In Windows, what are 'Events' similar to, and what is their function?",Similar to spinlocks; they protect short code segments.,Similar to condition variables; they notify a waiting thread when a condition occurs.,Similar to atomic integers; they perform mathematical operations atomically.,Similar to mutex locks; they grant exclusive access to shared data.,Similar to timers; they trigger after a specified time interval.,B,"The text states, 'Events: similar to condition variables; notify waiting thread when condition occurs.'"
What is the role of 'Timers' as a dispatcher object in Windows?,They control the preemption of threads in the kernel.,They ensure that only one thread can access a resource at a time.,They notify one (or more) threads when a specified time expires.,They count the number of available resources.,They function as a user-mode mutex without kernel intervention.,C,The text explains that timers 'notify one (or more) threads when specified time expires.'
"When a dispatcher object in Windows is in a 'signaled state', what does it indicate?","The object is not available, and a thread attempting to acquire it will block.","The object is available, and a thread acquiring it will not block.",The object has encountered an error and is unusable.,The object is waiting for an external interrupt.,The object is currently owned by a thread and cannot be acquired.,B,A 'signaled state' indicates 'that the object is available and a thread acquiring it will not block.'
Which statement accurately describes a 'nonsignaled state' for a Windows dispatcher object?,The object is ready for immediate acquisition by multiple threads.,"The object is available, and a thread acquiring it will not block.","The object is not available, and a thread attempting to acquire it will block.",The object has been permanently disabled.,The object is only accessible by kernel threads.,C,A 'nonsignaled state' indicates 'that the object is not available and a thread attempting to acquire it will block.'
What state transition occurs when a mutex lock is acquired by a thread in Windows?,It transitions from a nonsignaled state to a signaled state.,It transitions from a signaled state to a nonsignaled state.,It remains in the signaled state.,It enters a waiting state.,It becomes permanently unavailable.,B,"A mutex lock is 'acquired by a thread when it is in the signaled state, and it transitions to the nonsignaled state.'"
"When a thread releases a mutex lock in Windows, what state transition does the mutex undergo?",It transitions from a signaled state to a nonsignaled state.,It remains in the nonsignaled state.,It transitions back to the signaled state.,It enters a blocked state.,It is destroyed and recreated.,C,"When the thread releases the lock, 'it returns to the signaled state.'"
What happens to a thread in Windows when it attempts to acquire a nonsignaled dispatcher object?,"It immediately proceeds without blocking, as the object is available.","Its state changes from waiting to ready, and it is placed in the ready queue.","Its state changes from ready to waiting, and it is placed in a waiting queue.","The kernel automatically allocates a new, available object for it.",It signals all other waiting threads to also block.,C,"When a thread blocks on a nonsignaled object, its 'state changes from ready to waiting, placed in waiting queue.'"
"When a dispatcher object in Windows moves to a signaled state, what action does the kernel typically take regarding waiting threads?",It immediately blocks all threads currently in the ready queue.,It destroys the object and notifies the system of an error.,It checks for waiting threads and moves one or more of them from the waiting to the ready state.,It increments the object's internal counter without affecting threads.,It converts the object into a critical-section object.,C,When an 'Object moves to signaled state: kernel checks waiting threads. Kernel moves one (or more) threads from waiting to ready state.'
"How many waiting threads does the Windows kernel typically move to the ready state when a mutex becomes signaled, versus when an event becomes signaled?",Mutex: all waiting threads; Event: only one thread.,Mutex: one thread; Event: one thread.,Mutex: one thread; Event: all waiting threads.,Mutex: all waiting threads; Event: all waiting threads.,Mutex: zero threads; Event: all waiting threads.,C,"For a mutex, 'only one thread' is selected, while for an event, 'all waiting threads' are selected."
What is a 'critical-section object' in Windows OS?,A kernel-mode semaphore always requiring kernel intervention.,A user-mode mutex that is often acquired and released without kernel intervention.,A specialized timer used for real-time applications.,A system-wide event that signals all waiting processes.,A type of spinlock used exclusively in single-processor systems.,B,"The glossary defines a 'critical-section object' as a 'User-mode mutex object in Windows OS, often acquired/released without kernel intervention.'"
"On a multiprocessor Windows system, what is the initial behavior of a thread attempting to acquire a critical-section object that is currently held?",It immediately allocates a kernel mutex and yields the CPU.,It blocks indefinitely until the object becomes available.,It first uses a spinlock while waiting.,It signals the operating system to force release of the lock.,It transitions directly to a ready state.,C,"For multiprocessor systems, a critical-section object 'first uses spinlock while waiting.'"
What happens if a thread attempting to acquire a Windows critical-section object spins for too long on a multiprocessor system?,It is immediately terminated by the kernel.,"It continues spinning indefinitely, causing a deadlock.",The acquiring thread allocates a kernel mutex and yields the CPU.,The critical-section object automatically converts to a signaled state.,All other waiting threads are moved to the ready queue.,C,If a critical-section object 'spins too long: acquiring thread allocates kernel mutex and yields CPU.'
