Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Which statement accurately describes Java's support for thread synchronization?,Java introduced thread synchronization features only in Release 1.5.,Java has provided rich support for thread synchronization since its origins.,Java primarily relies on external libraries for thread synchronization.,Java's synchronization mechanisms are limited to basic monitors.,Atomic variables are the original and primary synchronization mechanism in Java.,B,"The text states, 'Java language and API: rich support for thread synchronization since its origins.'"
The provided text covers which of the following Java synchronization mechanisms?,Atomic variables and CAS instruction.,Only Java monitors.,"Reentrant locks, semaphores, and condition variables exclusively.","Java monitors, Reentrant locks, semaphores, and condition variables.",Distributed locks and transactional memory.,D,"The text explicitly lists 'Java monitors (original mechanism)' and 'Reentrant locks, semaphores, condition variables (introduced in Release 1.5)' as covered topics."
"In Java, how many locks are associated with a single object when using Java monitors?","Zero locks, synchronization is managed by a central scheduler.","Multiple locks, one for each synchronized method.",Exactly one lock.,"A dynamic number of locks, depending on contention.",One lock per thread accessing the object.,C,"The text clearly states, 'Every Java object has a single associated lock.'"
What must a thread acquire before it can enter a synchronized method in Java?,A permit from a semaphore.,Ownership of the object's associated lock.,Access to the shared critical section directly.,A unique thread ID from the JVM.,Permission from the operating system's kernel.,B,"The text states, 'synchronized method: entering requires owning the object's lock.'"
How is a method declared as synchronized in Java?,By enclosing its body within a synchronized block.,By implementing the Synchronized interface.,By placing the 'synchronized' keyword in the method definition.,By marking the class as synchronized.,By using an annotation like @Synchronized.,C,"The text specifies, 'Declared by placing synchronized keyword in method definition (e.g., insert(), remove()).'"
"In the context of Java monitors, what is an 'entry set'?",A set of threads that have successfully entered a synchronized method.,A set of threads that are actively executing within a critical section.,A set of threads waiting for an object's lock to become available.,A collection of variables that are protected by the monitor.,A mechanism for threads to register for callbacks when a lock is released.,C,"The glossary defines 'entry set' as 'In Java, the set of threads waiting to enter a monitor.' The main text also states, 'Entry set: set of threads waiting for lock to become available.'"
"When a thread attempts to enter a synchronized method and the object's lock is currently owned by another thread, what is the immediate consequence for the calling thread?",It immediately throws an IllegalMonitorStateException.,It proceeds to execute the method's non-critical sections.,It releases its own lock and tries again later.,It blocks and is placed in the object's entry set.,It bypasses the lock and forces entry.,D,"The text states, 'If lock owned by another thread: calling thread blocks, placed in object's entry set.'"
"When a thread exits a synchronized method and releases the object's lock, what happens if the object's entry set is not empty?",The lock remains unowned until a new thread explicitly requests it.,The thread that just exited re-acquires the lock automatically.,The JVM arbitrarily selects a thread from the entry set to own the lock.,All threads in the entry set are simultaneously granted the lock.,"The entry set is cleared, and all waiting threads are de-scheduled.",C,"The text states, 'If entry set not empty on lock release: JVM arbitrarily selects thread from set to own lock (often FIFO in practice).'"
What is a 'wait set' in Java synchronization?,A set of methods waiting for input from the user.,A set of threads that have completed their execution and are waiting to be terminated.,"A set of threads, each waiting for a specific condition that will allow it to continue.",A queue of tasks waiting to be assigned to worker threads.,A collection of monitor objects waiting for garbage collection.,C,"The glossary defines 'wait set' as 'In Java, a set of threads, each waiting for a condition that will allow it to continue.'"
"When a thread inside a synchronized method calls the wait() method, which of the following actions occur?
1. The thread releases the lock for the object.
2. The thread's state is set to blocked.
3. The thread is placed in the wait set for the object.
4. The thread's priority is increased.",1 and 2 only,"1, 2, and 3 only",2 and 3 only,"1, 3, and 4 only","1, 2, 3, and 4",B,The text explicitly lists these three actions: 'When thread calls wait() method: 1. Releases lock for the object. 2. Thread state set to blocked. 3. Thread placed in wait set for the object.'
