Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"What is a primary goal of synchronization tools for solving the critical-section problem, given correct implementation and usage?",To eliminate all forms of resource contention.,To guarantee fairness in resource allocation.,To ensure mutual exclusion and address liveness issues.,To always improve overall system throughput.,To prevent system crashes due to deadlocks.,C,"The text states, 'Given correct implementation and usage, these tools ensure mutual exclusion and address liveness issues.'"
Hardware solutions for synchronization are generally considered to be:,High-level abstractions.,Software-based only.,Very low-level.,Primarily used for real-time systems.,Suitable for direct application by programmers without modification.,C,The text states that hardware solutions are 'Considered very low-level.'
What is the typical role of hardware solutions in constructing synchronization tools?,They are standalone tools for direct application.,They serve as foundations for constructing other synchronization tools like mutex locks.,They are primarily used for debugging concurrent programs.,They replace the need for software-based synchronization entirely.,They are only applicable in single-core systems.,B,"The text states, 'Typically used as foundations for constructing other synchronization tools (e.g., mutex locks).'"
Which of the following best defines a 'lock-free' algorithm?,An algorithm that completely avoids race conditions by serializing all operations.,An algorithmic strategy that provides protection from race conditions without requiring the overhead of locking.,"An algorithm that uses a single, global lock to protect all shared data.",A method for preventing deadlocks in real-time systems.,A technique used exclusively in hardware-level synchronization.,B,The glossary defines 'lock-free' as 'An algorithmic strategy that provides protection from race conditions without requiring the overhead of locking.'
What is a stated advantage of lock-free algorithms?,They are easier to develop and test.,They guarantee freedom from deadlocks in all scenarios.,They offer low overhead and ability to scale.,They are only dependent on software implementations.,They eliminate the need for any form of synchronization.,C,"The text lists 'Advantages: Low overhead, ability to scale' for lock-free algorithms."
What is a known disadvantage of lock-free algorithms?,They typically have high overhead.,They prevent parallel execution.,They are often difficult to develop and test.,They are only suitable for single-processor systems.,They require extensive hardware support not commonly available.,C,The text lists 'Disadvantage: Often difficult to develop and test' for lock-free algorithms.
"Priority inversion is described as more than a scheduling inconvenience, especially in real-time systems, because it can lead to:",Increased system throughput.,Guaranteed mutual exclusion.,"A process taking longer than expected, cascading failures, and system failure.",Reduced contention for shared resources.,Simplified development of concurrent programs.,C,"The text states that priority inversion 'Can cause a process to take longer than expected, leading to cascading failures and system failure.'"
"In the Mars Pathfinder example, what was the direct cause of the high-priority task ('bc_dist') being delayed?",It was preempted by multiple lower-priority tasks.,It was waiting for a shared resource held by a lower-priority task ('ASI/MET').,The system ran out of available memory.,A medium-priority task experienced an infinite loop.,The 'bc_sched' task initiated a reset prematurely.,B,"The text states, 'High-priority task ('bc_dist') was delayed waiting for a shared resource held by a lower-priority task ('ASI/MET').'"
"What contributed to the priority inversion issue in the Mars Pathfinder incident, beyond the high-priority task waiting for a low-priority task?",The high-priority task was performing an I/O operation.,The low-priority task was preempted by multiple medium-priority tasks.,The system was running a non-preemptive scheduler.,The 'bc_sched' task had a higher priority than 'bc_dist'.,The shared resource was corrupted.,B,"The text states, 'The lower-priority task was preempted by multiple medium-priority tasks,' which prevented it from releasing the resource quickly."
What was the solution implemented to resolve the priority inversion problem on the Mars Pathfinder's VxWorks OS?,Decreasing the priority of the high-priority task.,Increasing the priority of the low-priority task permanently.,Disabling preemption for all tasks.,Enabling priority inheritance on all semaphores using a global variable.,Replacing all semaphores with mutex locks.,D,"The text states, 'VxWorks real-time OS (on Sojourner) had a global variable to enable priority inheritance on all semaphores. Setting this variable solved the problem.'"
