Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary function of a thread library?,To provide an API for managing process memory allocation.,To define the operating system's kernel architecture.,To offer an API for creating and managing threads.,To facilitate inter-process communication exclusively.,To compile source code into executable binaries.,C,"A thread library provides an API (Application Programming Interface) specifically for creating and managing threads, as stated in the text."
Which of the following best describes a user-space thread library?,It requires direct kernel support for all function calls.,Its function calls typically result in system calls to the kernel.,"It is implemented entirely in user space, with function calls being local rather than system calls.",It is exclusively used by operating systems like Windows.,It manages threads by mapping each user thread to a separate kernel thread.,C,"A user-space library is implemented entirely in user space, and its function calls are local, meaning they do not directly involve the kernel through system calls."
In which implementation approach do function calls typically result in system calls to the kernel?,User-space library,Kernel-level library,Hybrid threading model,Asynchronous threading,Java Virtual Machine (JVM) threads,B,"A kernel-level library is supported directly by the operating system, and its function calls typically result in system calls to the kernel for thread management."
Which of the following is NOT listed as a main thread library in the provided text?,POSIX Pthreads,Windows thread library,Java thread API,OpenMP,All of the above are listed.,D,"The text explicitly lists POSIX Pthreads, Windows, and Java as the main thread libraries. OpenMP is not mentioned."
How is the Java thread API typically implemented in relation to the host operating system?,It is an entirely user-space library independent of the host OS.,It always implements its own kernel-level thread management.,"It is implemented using the host system's thread library (e.g., Windows API on Windows, Pthreads on UNIX/Linux/macOS).","It runs threads only within the browser environment, separate from the OS.","It uses a proprietary, custom thread scheduler for all platforms.",C,"The Java thread API is implemented using the host system's thread library, such as the Windows API on Windows or Pthreads on UNIX/Linux/macOS systems."
"Regarding data sharing, how do POSIX Pthreads and Windows threads generally handle global data compared to Java threads?",All three explicitly arrange shared data access.,"POSIX and Windows do not share global data, while Java does.","POSIX and Windows automatically share global data, while Java requires explicit arrangement.","Java has global data similar to C/C++, while POSIX/Windows do not.",None of the above.,C,"POSIX and Windows share global data (declared outside functions) among all threads in the same process, whereas Java has no equivalent of global data and requires shared data access to be explicitly arranged."
"Which threading strategy describes a parent thread creating a child thread and then resuming execution independently, with little data sharing?",Synchronous threading,Parallel threading,Asynchronous threading,Cooperative threading,Detached threading,C,"Asynchronous threading involves the parent creating a child and resuming execution independently, leading to concurrent and independent execution with little data sharing. This is commonly used in multithreaded servers and responsive UIs."
"In synchronous threading, what is a characteristic behavior of the parent thread after creating child threads?","It immediately terminates, leaving child threads to run independently.","It resumes execution concurrently with the child threads, with no waiting.",It waits for all child threads to terminate before it resumes its own execution.,It delegates its remaining tasks to the child threads and then idles.,It only communicates with one child thread at a time.,C,"Synchronous threading is defined as the parent thread creating one or more child threads and waiting for them to terminate before it resumes. This strategy typically involves significant data sharing, such as the parent combining results from children."
What is Pthreads?,A specific implementation of a user-space thread library for macOS.,"The POSIX standard defining an API for thread creation and synchronization, which is a specification, not an implementation.",A proprietary thread library developed by Microsoft for Windows systems.,A Java framework for managing thread pools and asynchronous tasks.,A debugging tool for multi-threaded C++ applications.,B,"Pthreads is the POSIX standard (IEEE 1003.1c) defining an API for thread creation and synchronization. It is a specification, not an implementation itself."
Which header file is typically included in a C program that uses Pthreads?,windows.h,java.util.concurrent,pthread.h,threadlib.h,sys/thread.h,C,The text explicitly states that a basic Pthreads C program example includes 'pthread.h'.
