Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"What defines a ""multicore"" system in modern computing?",A system where multiple independent computers are networked together.,A single processing chip containing multiple computing cores that appear as separate CPUs.,A system with a single CPU that uses hyper-threading to run multiple logical threads.,A server farm with many distinct physical machines.,A system primarily designed for distributed computing across a wide area network.,B,"The text defines multicore systems as ""multiple computing cores on a single processing chip, appearing as separate CPUs to the operating system."""
What is a primary benefit of employing multithreaded programming in modern systems?,It simplifies the debugging process for parallel applications.,It reduces the need for complex operating system scheduling algorithms.,It enables more efficient utilization of multiple computing cores and improves concurrency.,It guarantees that all parts of an application will run purely in parallel.,It eliminates all data dependencies between tasks.,C,"The text states, ""Multithreaded programming enables more efficient use of these multiple computing cores and improves concurrency."""
"Which statement best describes a ""concurrent system""?",A system capable of performing multiple tasks simultaneously.,A system where tasks execute strictly one after another without any overlap.,"A system that supports more than one task by allowing all tasks to make progress, possibly through interleaving execution.",A system where all tasks must operate on different data sets.,A system exclusively found in multicore environments.,C,"The text defines a concurrent system as one that ""supports more than one task by allowing all tasks to make progress (e.g., interleaving execution on a single-core system)."""
"What is the defining characteristic of a ""parallel system""?","It only allows tasks to run sequentially, one after another.",It can perform more than one task simultaneously.,It primarily focuses on reducing memory usage for multiple tasks.,It necessitates all tasks to be independent of each other.,It is only achievable on single-core processors with hyper-threading.,B,"The text states that a parallel system ""Can perform more than one task simultaneously (e.g., assigning separate threads to each core on a multicore system)."""
"Regarding concurrency and parallelism, which statement is true?",Parallelism is always a prerequisite for concurrency.,Concurrency is impossible without a multicore system.,It is possible to achieve concurrency without true parallelism.,Concurrent systems inherently perform tasks simultaneously.,Parallelism implies only one task can make progress at a time.,C,"The text explicitly states, ""It is possible to have concurrency without parallelism."""
"One of the key programming challenges for multicore systems is ""Identifying tasks."" What does this challenge primarily involve?",Distributing the data accessed by tasks across separate cores.,Ensuring that parallel tasks perform equal work of equal value.,Examining data for dependencies between tasks to ensure synchronized execution.,"Finding areas in applications that can be divided into separate, concurrent, and ideally independent tasks.",Developing new operating system scheduling algorithms.,D,"The challenge of 'Identifying tasks' involves 'Finding areas in applications that can be divided into separate, concurrent, and ideally independent tasks.'"
"The ""Balance"" challenge in multicore programming refers to:",Balancing the workload between the CPU and GPU.,Ensuring that parallel tasks perform equal work of equal value to justify the use of separate execution cores.,Distributing data evenly across all available memory modules.,Balancing the number of threads with the number of processes.,Balancing the input/output operations with computational tasks.,B,The 'Balance' challenge is defined as 'Ensuring that parallel tasks perform equal work of equal value to justify the use of separate execution cores.'
"What is the main concern addressed by the ""Data splitting"" challenge in multicore programming?",Optimizing network bandwidth for data transfer.,Dividing the data accessed and manipulated by tasks to run on separate cores.,"Splitting a single large task into multiple smaller, independent tasks.",Separating application code from user data.,Ensuring that data is always processed sequentially.,B,The 'Data splitting' challenge involves 'Dividing the data accessed and manipulated by tasks to run on separate cores.'
"Why is ""Data dependency"" considered a key challenge in programming for multicore systems?",It restricts the ability to split data across multiple cores.,It makes identifying tasks much harder.,It requires examining data for dependencies between tasks and ensuring synchronized execution to accommodate these dependencies.,It complicates the process of balancing work among cores.,It is the primary cause of deadlocks in parallel programs.,C,The 'Data dependency' challenge necessitates 'Examining data for dependencies between tasks and ensuring synchronized execution to accommodate these dependencies.'
"Why is ""Testing and debugging"" particularly difficult for parallel programs on multicore systems?",They require specialized hardware not commonly available.,They always produce non-deterministic results.,"They have many possible execution paths, making comprehensive testing challenging.",The programming languages used for them are inherently more complex.,There are no adequate debugging tools available for multithreaded applications.,C,Testing and debugging is 'More difficult due to many possible execution paths in parallel programs.'
What is the primary purpose of Amdahl's Law?,To measure the power consumption of multicore processors.,To predict the optimal number of cores for any given application.,To identify potential performance gains from adding additional computing cores.,To calculate the maximum memory an application can use.,To determine the most efficient scheduling algorithm for parallel tasks.,C,Amdahl's Law is a formula that 'identifies potential performance gains from adding additional computing cores.'
"According to Amdahl's Law, what is the effect of the serial portion of an application on performance gains from adding computing cores?",The serial portion has no significant impact if enough cores are added.,The serial portion can disproportionately affect the performance gained.,"The serial portion primarily affects memory utilization, not speedup.","The smaller the serial portion, the less speedup is possible.",The serial portion only becomes relevant when N (number of cores) is very small.,B,"The text states, ""The serial portion of an application can disproportionately affect the performance gained by adding computing cores."""
"As the number of processing cores (N) approaches infinity, what does the speedup predicted by Amdahl's Law converge to?",Infinity,1,"1/S, where S is the serial portion",1-S,0,C,"The text states, ""As N approaches infinity, the speedup converges to 1/S."""
"An application is 75% parallel and 25% serial (S=0.25). According to Amdahl's Law, approximately what speedup can be expected on a 2-core system (N=2)?",1.2 times,1.6 times,2.0 times,2.28 times,4.0 times,B,Using the formula: speedup ≤ 1 / (S + (1 - S)/N) = 1 / (0.25 + (1 - 0.25)/2) = 1 / (0.25 + 0.75/2) = 1 / (0.25 + 0.375) = 1 / 0.625 = 1.6 times.
"Which characteristic best describes ""data parallelism""?","Distributes different tasks to different cores, with each task performing a unique operation.",Focuses on distributing subsets of the same data across multiple computing cores and performing the same operation on each core.,Primarily used for managing data dependencies between unrelated tasks.,A method to convert serial portions of an application into parallel ones.,A technique to balance the workload between CPU and GPU.,B,Data parallelism 'Focuses on distributing subsets of the same data across multiple computing cores. Performs the same operation on each core.'
An application divides a large array into four subsets and assigns each subset to a separate thread. Each thread then calculates the sum of elements within its assigned subset. This is an example of what type of parallelism?,Task parallelism,Instruction-level parallelism,Data parallelism,Concurrency without parallelism,Distributed parallelism,C,This scenario matches the example given for data parallelism: 'Summing elements of an array by dividing the array into subsets for different threads.'
"What is a defining feature of ""task parallelism""?",It requires all threads to operate on identical data sets.,"It distributes subsets of the same data across multiple cores, performing the same operation.","It distributes tasks (threads) across multiple computing cores, with each thread performing a unique operation.",It eliminates the need for data synchronization.,It is primarily concerned with reducing the serial portion of an application.,C,Task parallelism 'Distributes tasks (threads) across multiple computing cores. Each thread performs a unique operation.'
"Consider an application where one thread calculates the mean of an array, while another thread simultaneously calculates the standard deviation of the same array. This scenario is an example of:",Data parallelism,Implicit parallelism,Hybrid parallelism,Task parallelism,Control parallelism,D,This example aligns with task parallelism: 'Two threads performing unique statistical operations on the same array.'
Are data parallelism and task parallelism mutually exclusive?,"Yes, an application must choose one or the other exclusively.","No, they are often used interchangeably to refer to the same concept.","Yes, they operate on different hardware architectures.","No, applications may use a hybrid approach combining both.","Yes, one is for single-core systems and the other for multicore.",D,"The text states, 'Data and task parallelism are not mutually exclusive; applications may use a hybrid approach.'"
