Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary characteristic of message passing in Interprocess Communication (IPC)?,It requires processes to share a common memory address space.,It enables processes to communicate and synchronize without shared address space.,It is exclusively used for processes on the same computer.,It relies solely on direct memory access for data transfer.,"It is primarily a mechanism for resource arbitration, not data exchange.",B,"The text states, 'Message passing: allows processes to communicate and synchronize without shared address space.'"
In which type of environment is message passing particularly useful?,Environments with strict memory sharing requirements.,Single-processor systems primarily.,Distributed environments where processes are on different computers.,Systems where real-time clock synchronization is the main concern.,Environments where all processes reside in a single address space.,C,"The text specifies, 'Useful in distributed environments (processes on different computers).'"
What are the two fundamental operations provided by message passing systems?,read() and write(),fork() and exec(),send(message) and receive(message),lock() and unlock(),open() and close(),C,"The text explicitly states, 'Provides `send(message)` and `receive(message)` operations.'"
What is the trade-off associated with implementing fixed versus variable message sizes in message passing?,Performance overhead vs. security.,Scalability vs. reliability.,Implementation complexity vs. programming ease.,Latency vs. throughput.,Memory usage vs. CPU utilization.,C,"The text notes, 'Messages can be fixed or variable size (trade-off: implementation complexity vs. programming ease).'"
What essential component must exist between communicating processes in a message-passing system?,A shared memory segment.,A common register set.,A Communication Link.,A direct interrupt line.,A global semaphore.,C,"The text states, 'Communication Link: Must exist between communicating processes.'"
Which of the following is NOT listed as a logical implementation method for message passing?,Direct or indirect communication.,Synchronous or asynchronous communication.,Manual or automatic buffering.,Automatic or explicit buffering.,None of the above (all are listed).,C,"The listed methods are 'Direct or indirect communication,' 'Synchronous or asynchronous communication,' and 'Automatic or explicit buffering.' 'Manual buffering' is not listed."
"What does ""Naming"" refer to in the context of message passing systems?",Assigning unique identifiers to messages.,How processes refer to each other.,The process of encrypting communication channels.,Defining the size of messages.,The protocol used for network discovery.,B,The text defines 'Naming: How processes refer to each other.'
"According to the provided text, what is the defining characteristic of ""direct communication"" in IPC?",Messages are sent to and received from mailboxes.,Processes communicate using a shared memory segment.,Each process explicitly names the recipient or sender of the communication.,Communication links can be associated with more than two processes.,The sender never blocks when sending a message.,C,The glossary defines 'direct communication' as 'a communication mode in which each process that wants to communicate must explicitly name the recipient or sender of the communication.'
"In direct communication, which syntax correctly represents the `send` and `receive` operations?",`send(message_data)` and `receive(buffer)`,"`send(address, message)` and `receive(port, message)`","`send(P, message)` and `receive(Q, message)`","`send(mailbox_ID, message)` and `receive(mailbox_ID, message)`",`send(data_stream)` and `receive(data_stream)`,C,"The text gives examples: '`send(P, message)`: Send to process P. `receive(Q, message)`: Receive from process Q.'"
Which of the following is a property of communication links established through direct communication?,A link may be associated with more than two processes.,Multiple links can exist between any pair of processes.,Links are established only if a mailbox is shared.,Exactly one link exists per pair of communicating processes.,"Sender names recipient, but receiver does not name sender.",D,"Properties listed for direct communication include 'exactly two processes per link, exactly one link per pair.' Option D is a direct restatement of one part of this."
"What does ""symmetry"" refer to in the context of direct communication?",The sender's and receiver's messages have the same size.,The communication link is bidirectional.,Both the sender process and the receiver process must name each other to communicate.,"Only the sender names the recipient, but the recipient does not name the sender.",The processes involved are located on the same machine.,C,The glossary defines 'symmetry' as 'a scheme in which both the sender process and the receiver process must name the other to communicate.'
"What is a characteristic of ""asymmetry"" in direct communication?",Both sender and receiver explicitly name each other.,Messages are sent to a mailbox rather than a specific process.,The `send()` operation is nonblocking.,"Only the sender names the recipient, and the receiver can receive from any process (`receive(id, message)`).",Communication is limited to a single direction.,D,"The text describes 'Asymmetry: Only sender names recipient (`receive(id, message)` from any process).' The glossary reinforces this."
