Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"If a system does not employ deadlock-prevention or deadlock-avoidance strategies, what two main algorithms must it utilize?",Resource preemption and process termination,Deadlock detection and deadlock recovery,Banker's algorithm and graph reduction,Mutual exclusion and hold and wait prevention,Cycle elimination and resource reallocation,B,Systems that do not use deadlock-prevention or deadlock-avoidance must implement algorithms for both deadlock detection and deadlock recovery.
What is a primary consideration regarding the overhead associated with deadlock detection and recovery?,The reduction in system security measures,The increase in CPU clock speed,The run-time costs and potential losses from recovery,The simplification of process scheduling,The elimination of all resource contention,C,Detection-and-recovery overhead involves run-time costs and potential losses that may occur from the recovery process.
Which graph type is used for deadlock detection when there is only a single instance of each resource type?,Gantt chart,Dependency graph,Resource-allocation graph,Wait-for graph,Control flow graph,D,The wait-for graph is a specific variant of the resource-allocation graph used for deadlock detection when there's a single instance of each resource type.
How is a wait-for graph typically obtained from a resource-allocation graph?,By adding new resource nodes and directed edges.,By removing resource nodes and collapsing the corresponding edges.,By converting all directed edges to undirected edges.,By assigning weights to each node based on resource availability.,By separating threads and resources into distinct subgraphs.,B,A wait-for graph is obtained by removing resource nodes from the resource-allocation graph and collapsing the edges that represent resource requests and allocations.
"In a wait-for graph, what does an edge from thread T_i to thread T_j (T_i -> T_j) signify?",Thread T_i has completed execution before thread T_j.,Thread T_j is waiting for thread T_i to release a resource.,Thread T_i is waiting for thread T_j to release a resource that T_i needs.,Thread T_i has acquired a resource from thread T_j.,Thread T_i and Thread T_j are independent and do not interact.,C,An edge T_i -> T_j in a wait-for graph implies that thread T_i is waiting for thread T_j to release a resource R_q that T_i needs.
What characteristic of a wait-for graph indicates the presence of a deadlock?,It contains no isolated nodes.,It has multiple connected components.,It forms a directed acyclic graph (DAG).,It contains a cycle.,The number of edges equals the number of nodes.,D,Deadlock exists if the wait-for graph contains a cycle.
"What is the typical time complexity for cycle detection in a wait-for graph, where 'n' is the number of vertices?",O(n),O(log n),O(n^2),O(n log n),O(n^3),C,"Cycle detection in a wait-for graph has a time complexity of O(n^2) operations, where n is the number of vertices."
The `deadlock_detector` tool from the BCC toolkit on Linux is designed to identify deadlocks specifically for which type of synchronization primitive?,Semaphores,Condition variables,Pthreads mutex locks,Read-write locks,Spinlocks,C,The `deadlock_detector` tool is specified for Pthreads mutex locks on Linux.
How does the `deadlock_detector` tool identify deadlocks?,By analyzing log files for error messages.,By simulating various thread execution orders.,"By inserting probes to trace `pthread_mutex_lock()` and `pthread_mutex_unlock()` calls, then constructing and analyzing a wait-for graph.",By monitoring CPU utilization patterns.,By periodically checking the system call table for hung operations.,C,"It inserts probes to trace `pthread_mutex_lock()` and `pthread_mutex_unlock()` calls, constructs a wait-for graph, and reports a deadlock if a cycle is detected."
"When there are several instances of a resource type, why is the wait-for graph scheme not applicable for deadlock detection?",It becomes too computationally expensive.,It cannot accurately represent multiple instances of resources.,It only works for a single thread system.,"It is primarily for resource allocation, not detection.",It does not allow for dynamic resource requests.,B,"The text explicitly states that the wait-for graph scheme is not applicable when there are several instances of a resource type, implying it's designed for single instances per type."
The deadlock detection algorithm for several instances of a resource type is similar to which other well-known algorithm?,Dijkstra's algorithm,Banker's algorithm,Dining Philosophers algorithm,"First-Come, First-Served algorithm",Round-Robin algorithm,B,The algorithm for several instances of a resource type is stated to be similar to the Banker's algorithm.
"In the deadlock detection algorithm for multiple resource instances, what does the 'Available' vector represent?",The total number of resources in the system.,The maximum number of resources that can be allocated.,The number of available resources of each type.,Resources currently held by completed threads.,Resources requested by active threads.,C,Available is a vector of length 'm' representing the number of available resources of each type.
What does the 'Allocation' matrix represent in the deadlock detection algorithm for multiple resource instances?,The maximum number of resources each thread may request.,Resources currently allocated to each thread.,The remaining resources each thread still needs.,The total resources available in the system.,The history of resource requests.,B,Allocation is an n x m matrix showing resources currently allocated to each thread.
"In the context of the deadlock detection algorithm for multiple resource instances, what does `Request[i][j] = k` signify?",Thread `T_i` has successfully allocated `k` instances of resource type `R_j`.,Thread `T_i` is currently holding `k` instances of resource type `R_j`.,Thread `T_i` needs `k` more instances of resource type `R_j`.,Thread `T_j` is requesting `k` instances of resource type `R_i`.,Thread `T_i` has released `k` instances of resource type `R_j`.,C,`Request[i][j] = k` means thread `T_i` requests `k` more instances of resource type `R_j`.
"According to the deadlock detection algorithm for several instances of a resource type, what is the initial assignment for the 'Work' vector?",It is set to zero for all resource types.,It is set equal to the 'Allocation' matrix for the first thread.,It is initialized with the 'Available' vector.,It is set to the 'Request' matrix for all threads.,It is calculated as the sum of 'Allocation' and 'Request'.,C,Step 1 of the algorithm states: 'Initialize Work = Available'.
"In the deadlock detection algorithm for multiple resource instances, under what condition is `Finish[i]` initially set to `true` for a thread `T_i`?",If `T_i` has no pending requests (`Request_i == 0`).,If `T_i` has completed its execution.,If `T_i` has no resources allocated to it (`Allocation_i == 0`).,If `T_i` is currently blocked.,If `T_i` is part of a safe sequence.,C,"Step 1 states: 'If Allocation_i != 0, then Finish[i] = false. Otherwise (if Allocation_i == 0), Finish[i] = true'."
