Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What are the primary entities that main memory is designed to accommodate?,Operating System (OS) and user processes,Device drivers and system utilities,CPU registers and cache data,Network protocols and I/O buffers,Virtual machines and hypervisors,A,"The text explicitly states: ""Main memory accommodates OS and user processes."""
How is main memory typically divided into partitions for the OS and user processes?,"Into three partitions: one for OS, one for kernel, and one for user processes","Into a low and high memory partition, both dedicated to user processes",Into two partitions: one for the OS and one for user processes,"Into multiple fixed-size partitions, dynamically assigned","Into a single, large partition shared by all components",C,"The text mentions: ""Memory usually divided into two partitions: one for OS, one for user processes."""
"Regarding the operating system's location in main memory, where can it reside, and what is the common practice for modern OS like Linux and Windows?","Only in low memory, as dictated by hardware limitations","Only in high memory, to protect it from user processes","In low or high memory, with many OS (including Linux/Windows) using high memory","In low or high memory, with many OS (including Linux/Windows) using low memory","Its location is dynamically assigned based on system load, but primarily in low memory",C,"The text states: ""OS can be in low or high memory (many OS, including Linux/Windows, use high memory)."""
What is the defining characteristic of 'contiguous memory allocation'?,Each process is divided into multiple non-contiguous memory sections,Processes are allocated memory in fixed-size blocks only,Each process resides in a single contiguous memory section,Memory is partitioned equally among all processes,Memory is dynamically reallocated every few milliseconds to prevent fragmentation,C,"The definition provided is: ""Contiguous memory allocation: each process in single contiguous memory section."""
What is the primary purpose of memory protection mechanisms in contiguous memory allocation?,To prevent memory leaks and improve system stability,To ensure processes run at their highest possible priority,To prevent a process from accessing memory it does not own,To optimize memory access speeds through caching,To facilitate faster context switching between processes,C,"The text explicitly states the purpose: ""Prevent process from accessing unowned memory."""
Which two registers are combined to implement memory protection in a contiguous memory allocation scheme?,Index register and program counter,Stack pointer and base register,Relocation register and limit register,General-purpose register and segment register,Instruction register and data register,C,"The text indicates: ""Combine relocation register (smallest physical address) and limit register (range of logical addresses)."""
"In the context of memory protection, what does the relocation register store?",The maximum logical address a process can access,The size of the memory partition allocated to a process,The smallest physical address a process can access,The starting address of the Operating System in memory,The address of the next instruction to be executed by the CPU,C,"The text defines it as: ""relocation register (smallest physical address)""."
What does the limit register specify in the memory protection scheme?,The smallest physical address a process can access,The total amount of available physical memory,The range of logical addresses that a process can access,The maximum number of processes allowed in memory,The size of the physical memory block allocated to the OS,C,"The text defines it as: ""limit register (range of logical addresses)""."
"For memory protection to work, what must be true for every logical address generated by the CPU?",It must be an even number,It must be less than the relocation register value,It must fall within the limit register range,It must be greater than the limit register value,It must directly correspond to a physical address,C,"The text states: ""Each logical address must fall within limit register range."""
How does the Memory Management Unit (MMU) dynamically map a logical address to a physical address in the described protection scheme?,By subtracting the limit register value from the logical address,By multiplying the logical address by the relocation register value,By adding the relocation register value to the logical address,By dividing the logical address by the limit register value,By performing a lookup in a pre-computed address table,C,"The text describes: ""MMU maps logical address dynamically by adding relocation register value."""
When does the CPU scheduler load the relocation and limit registers?,Only at system boot time,Continuously during process execution,During a context switch,Only when a process requests new memory,Once per hour as part of system maintenance,C,"The text specifies: ""CPU scheduler loads relocation and limit registers during context switch."""
What specifically do the relocation and limit registers protect from modification by a running process?,Only the process's own data and code,"Only other user programs, but not the OS",The OS and other user programs/data,CPU registers and system clock,Network interfaces and peripheral devices,C,"The text states: ""Protects OS and other user programs/data from modification by running process."""
What dynamic capability does the relocation-register scheme enable for the operating system?,Dynamic adjustment of process priorities,Dynamic OS size changes,Dynamic allocation of CPU time slices,Dynamic network configuration management,Dynamic file system caching,B,"The text mentions: ""Relocation-register scheme allows dynamic OS size changes."""
"For which type of software is the dynamic nature of the relocation-register scheme particularly desirable, allowing them to be loaded only when needed and removed when no longer needed?",Text editors,Compilers,Web browsers,Device drivers,Database servers,D,"The text highlights this benefit for: ""device drivers: load only when needed, remove when no longer needed."""
What is considered the simplest method for memory allocation where processes are assigned to variably sized partitions?,Assigning multiple processes to fixed-size partitions,Assigning processes to variably sized partitions,Using paging exclusively for all memory allocation,Implementing segmentation without protection,Dividing all memory into equal-sized blocks for all processes,B,"The text describes it as the ""Simplest method: assign processes to variably sized partitions."""
"In a 'variable-partition' memory allocation scheme, how many processes does each memory partition typically contain?",At least two processes to maximize utilization,Exactly one process,A variable number of processes depending on their size,"A fixed number of processes, usually four",No processes if it's currently an available 'hole',B,"The definition states: ""Each partition contains exactly one process (variable-partition scheme)."""
What does the operating system maintain to manage available and occupied memory parts in a variable-partition scheme?,A list of all active processes,A table of available/occupied memory parts,A log of all memory access errors,A cache of frequently used memory addresses,A queue of waiting I/O requests,B,"The text indicates: ""OS keeps table of available/occupied memory parts."""
"When system memory is initially available for user processes in a variable-partition scheme, how is it typically represented?","As many small, fragmented blocks","As a single large block, referred to as a 'hole'",As predefined fixed-size partitions,As an empty table with no entries,As a collection of occupied segments for system processes,B,"The text states: ""Initially: all memory available for user processes, one large block (hole)."""
