Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What primary problem in memory management does paging address by allowing noncontiguous physical address space?,Internal fragmentation,Thrashing,External fragmentation and compaction issues,Memory leaks,Deadlock prevention,C,"Paging is a memory-management scheme specifically designed to allow noncontiguous physical address space, which avoids external fragmentation and the need for compaction that plague contiguous allocation schemes."
Which of the following best defines 'paging' in the context of memory management?,A scheme for managing contiguous physical memory blocks.,A technique to increase CPU clock speed for memory access.,A memory-management scheme allowing noncontiguous physical address space.,A method to cache frequently used data in registers.,A process of swapping entire processes between RAM and disk.,C,"Paging is defined as a memory-management scheme that enables a process's physical address space to be noncontiguous, which is its primary characteristic."
"Paging is widely adopted in most operating systems, ranging from servers to mobile devices, primarily due to what?",Its simplicity in implementation.,Its ability to eliminate all forms of memory fragmentation.,Its inherent security features.,Its advantages in managing noncontiguous physical memory.,Its minimal hardware requirements.,D,"Paging's widespread use is attributed to its advantages, mainly its effectiveness in managing memory by allowing noncontiguous physical address spaces, which solves issues like external fragmentation."
The implementation of paging requires cooperation between which two components?,Application software and network protocols,Operating system and hardware,User processes and the file system,Compilers and interpreters,Disk drives and solid-state drives,B,"Paging is a complex memory management technique that relies on the close cooperation between the operating system (for managing page tables, frame tables, etc.) and specialized hardware (for address translation via MMU, TLB, etc.)."
"In a paging system, what are the fixed-sized blocks of physical memory referred to as?",Pages,Segments,Frames,Clusters,Blocks,C,Physical memory is broken into fixed-sized blocks called 'frames' in a paging system.
What are the fixed-sized blocks of logical memory called in a paging system?,Frames,Segments,Partitions,Pages,Regions,D,Logical memory is broken into same-sized blocks called 'pages' in a paging system.
"During process execution in a paging system, how are pages loaded into memory?",Pages must be loaded into contiguous memory frames.,Pages are loaded only into frames at the beginning of physical memory.,Pages are loaded into any available memory frames.,Pages are loaded directly into the CPU's registers.,Pages are loaded only if the entire program can fit contiguously.,C,"A key benefit of paging is that pages can be loaded into any available memory frames, regardless of their physical location, due to the noncontiguous nature of the physical address space."
"In a paging system, how is the backing store (e.g., disk) typically divided?",Into variable-sized segments.,"Into fixed-sized blocks, the same size as frames or clusters.",Into one large contiguous block for each process.,"It is not divided; it functions as a single, undifferentiated space.",Based on file system directories.,B,"The backing store is divided into fixed-sized blocks, which are the same size as frames or clusters, to facilitate efficient swapping of pages between memory and disk."
What is the relationship between logical address space and physical address space in a paging system?,They are identical.,Logical address space is a subset of physical address space.,They are totally separate.,Physical address space is always larger than logical address space.,They are identical only when there is no fragmentation.,C,"In paging, the logical address space (what the CPU sees) is totally separate from the physical address space (where data actually resides in memory)."
A CPU-generated address in a paged memory system is divided into which two parts?,Segment number and offset,Base address and limit,Page number and page offset,Process ID and memory address,Register value and memory location,C,The CPU generates a logical address which is divided into a page number (p) and a page offset (d) for translation.
What is the 'page number (p)' used for in a paging system?,To specify the exact byte location within a frame.,As an index into the per-process page table.,To directly access physical memory.,To determine the size of a page.,To identify the process owning the memory.,B,The page number (p) is used as an index into the page table to find the corresponding physical frame number.
What information does a 'page table' typically contain?,The logical address of each page.,The base address of each frame in physical memory.,The size of each process.,The location of the backing store.,A list of all free memory blocks.,B,The page table's primary function is to store the base address (or frame number) of each corresponding frame in physical memory.
What does the 'page offset (d)' represent in a paged memory system?,The base address of the physical frame.,The index into the page table.,The location within the referenced frame.,The total size of the logical address space.,The number of pages allocated to a process.,C,The page offset (d) directly specifies the location or byte offset within the physical memory frame identified by the page table entry.
How is the physical memory address computed in a paging system?,Page number + Page offset,Base address of frame + Page offset,Frame number * Page size + Page offset,Logical address - Page table base register,Page number * Page size,B,The physical memory address is calculated by combining the base address of the frame (obtained from the page table using the page number) with the page offset.
Which of the following correctly describes the steps an MMU takes to translate a logical address to a physical address?,"Extract page offset (d), use as index, extract frame number (f), replace d with f.","Extract page number (p), use as index, extract frame number (f), replace p with f.","Extract frame number (f), use as index, extract page number (p), replace f with p.","Extract page number (p), directly access memory, add offset (d).","Extract page offset (d), replace page number (p) with d, then access memory.",B,"The MMU extracts the page number (p), uses it as an index into the page table to get the frame number (f), and then replaces p with f to form the physical address with the unchanged offset (d)."
"During the logical-to-physical address translation process, which component of the CPU-generated address remains unchanged?",The page number (p),The frame number (f),The page offset (d),The base address of the page table,The physical memory address,C,The page offset (d) directly specifies the location within the frame and is carried directly from the logical address to the physical address without modification.
"Who defines the page size (and consequently, frame size) in a paging system?",The programmer at compile time.,The operating system dynamically.,The user at runtime.,The hardware.,The application software.,D,"Page size, which is always equal to frame size, is a hardware-defined characteristic, typically a power of 2."
"Why is the page size typically a power of 2 (e.g., 4 KB, 1 GB)?",To minimize the number of page table entries.,To simplify the hardware design for disk access.,To make the translation of logical addresses into page numbers and offsets easier.,To reduce internal fragmentation to zero.,To increase the effective memory access time.,C,"A page size that is a power of 2 allows for simple and efficient division of a logical address into its page number and offset using bitwise operations, simplifying hardware translation."
